"depth","seed","count","accuracy_mean","accuracy_max","accuracy_min","merit_mean","merit_max","merit_min","merit_median","door_rooms_mean","door_rooms_max","door_rooms_min","exit_rooms_mean","exit_rooms_max","exit_rooms_min","correct_doors_mean","correct_doors_max","correct_doors_min","incorrect_doors_mean","incorrect_doors_max","incorrect_doors_min","correct_exits_mean","correct_exits_max","correct_exits_min","incorrect_exits_mean","incorrect_exits_max","incorrect_exits_min","genome_length","seed_classification","seed_classification_factor"
"45","4",100,0.585,1,0,1.5145288,1.95312,1,1.25,1.68,2,1,0.32,1,0,1.17,2,0,0.83,2,0,0,0,0,0,0,0,100,"Small","Small"
"46","4",100,0.72,1,0,2.0771782,3.8147,1,1.95312,2.35,5,1,0.28,1,0,2.07,5,0,0.56,2,0,0,0,0,0,0,0,100,"Small","Small"
"47","4",100,0.74,1,0,2.152088,3.8147,1,1.95312,2.46,5,1,0.26,1,0,2.2,5,0,0.52,2,0,0,0,0,0,0,0,100,"Small","Small"
"48","4",100,0.75,1,0,2.2174666,3.8147,1,1.95312,2.56,5,1,0.25,1,0,2.31,5,0,0.5,2,0,0,0,0,0,0,0,99,"Small","Small"
"49","4",100,0.63,1,0,2.0658606,3.8147,1,1.95312,2.38,5,1,0.37,1,0,2.01,5,0,0.74,2,0,0,0,0,0,0,0,99,"Small","Small"
"50","4",100,0.79,1,0,2.1252808,3.8147,1,1.95312,2.39,5,1,0.21,1,0,2.18,5,0,0.42,2,0,0,0,0,0,0,0,99,"Small","Small"
"51","4",100,0.68,1,0,2.1879798,3.8147,1,1.95312,2.55,5,1,0.32,1,0,2.23,5,0,0.64,2,0,0,0,0,0,0,0,99,"Small","Small"
"52","4",100,0.81,1,0,2.2932696,3.8147,1,1.95312,2.65,5,1,0.19,1,0,2.46,5,0,0.38,2,0,0,0,0,0,0,0,99,"Small","Small"
"53","4",100,0.73,1,0,2.0867094,3.8147,1,1.95312,2.36,5,1,0.27,1,0,2.09,5,0,0.54,2,0,0,0,0,0,0,0,99,"Small","Small"
"54","4",100,0.73,1,0,2.123941,3.8147,1,1.95312,2.42,5,1,0.27,1,0,2.15,5,0,0.54,2,0,0,0,0,0,0,0,99,"Small","Small"
"55","4",100,0.76,1,0,2.1339188,3.8147,1,1.95312,2.42,5,1,0.24,1,0,2.18,5,0,0.48,2,0,0,0,0,0,0,0,99,"Small","Small"
"56","4",100,0.72,1,0,2.095794,3.8147,1,1.95312,2.38,5,1,0.28,1,0,2.1,5,0,0.56,2,0,0,0,0,0,0,0,99,"Small","Small"
"57","4",100,0.82,1,0,2.284185,3.8147,1,1.95312,2.63,5,1,0.18,1,0,2.45,5,0,0.36,2,0,0,0,0,0,0,0,99,"Small","Small"
"58","4",100,0.77,1,0,2.236529,3.8147,1,1.95312,2.58,5,1,0.23,1,0,2.35,5,0,0.46,2,0,0,0,0,0,0,0,99,"Small","Small"
"59","4",100,0.73,1,0,2.2356358,3.8147,1,1.95312,2.6,5,1,0.27,1,0,2.33,5,0,0.54,2,0,0,0,0,0,0,0,99,"Small","Small"
"60","4",100,0.71,1,0,2.1793418,3.8147,1,1.95312,2.52,5,1,0.29,1,0,2.23,5,0,0.58,2,0,0,0,0,0,0,0,99,"Small","Small"
"61","4",100,0.78,1,0,2.6827702,4.76837,1,2.44141,3.28,6,1,0.44,2,0,3.06,6,0,0.66,3,0,0,0,0,0,0,0,99,"Small","Small"
"62","4",100,1,1,1,2.9536445,4.76837,1.95312,2.44141,3.59,6,2,0,0,0,3.59,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"63","4",100,1,1,1,2.8042611,4.76837,1.95312,2.44141,3.39,6,2,0,0,0,3.39,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"64","4",100,1,1,1,2.7982333,4.76837,1.95312,2.44141,3.36,6,2,0,0,0,3.36,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"65","4",100,1,1,1,3.0737305,4.76837,1.95312,2.44141,3.73,6,2,0,0,0,3.73,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"66","4",100,1,1,1,2.9524996,4.76837,1.95312,2.44141,3.57,6,2,0,0,0,3.57,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"67","4",100,1,1,1,2.9990388,4.76837,1.95312,2.44141,3.63,6,2,0,0,0,3.63,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"68","4",100,1,1,1,3.0099495,4.76837,1.95312,2.44141,3.67,6,2,0,0,0,3.67,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"69","4",100,1,1,1,2.9915628,4.76837,1.95312,2.44141,3.65,6,2,0,0,0,3.65,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"70","4",100,1,1,1,2.8778079,4.76837,1.95312,2.44141,3.47,6,2,0,0,0,3.47,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"71","4",100,1,1,1,2.7970884,4.76837,1.95312,2.44141,3.34,6,2,0,0,0,3.34,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"72","4",100,1,1,1,2.9843901,4.76837,1.95312,2.44141,3.6,6,2,0,0,0,3.6,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"73","4",100,1,1,1,2.9145813,4.76837,1.95312,2.44141,3.51,6,2,0,0,0,3.51,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"74","4",100,1,1,1,2.8631592,4.76837,1.95312,2.44141,3.44,6,2,0,0,0,3.44,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"75","4",100,1,1,1,2.756577,4.76837,1.95312,2.44141,3.31,6,2,0,0,0,3.31,6,2,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"76","4",100,1,1,1,2.9145813,4.76837,1.95312,2.44141,3.51,6,2,0,0,0,3.51,6,2,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"77","4",100,1,1,1,2.9660034,4.76837,1.95312,2.44141,3.58,6,2,0,0,0,3.58,6,2,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"78","4",100,1,1,1,2.8631592,4.76837,1.95312,2.44141,3.44,6,2,0,0,0,3.44,6,2,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"79","4",100,1,1,1,2.9048155,4.76837,1.95312,2.44141,3.49,6,2,0,0,0,3.49,6,2,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"80","4",100,1,1,1,2.7944953,4.76837,1.95312,2.44141,3.37,6,2,0,0,0,3.37,6,2,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"81","4",100,1,1,1,2.7835846,4.76837,1.95312,2.44141,3.33,6,2,0,0,0,3.33,6,2,0,0,0,0,0,0,0,0,0,100,"Small","Small"
"82","4",100,1,1,1,3.1116488,4.76837,1.95312,2.44141,3.79,6,2,0,0,0,3.79,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"83","4",100,1,1,1,2.8079991,4.76837,1.95312,2.44141,3.38,6,2,0,0,0,3.38,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"84","4",100,1,1,1,2.8533934,4.76837,1.95312,2.44141,3.42,6,2,0,0,0,3.42,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"85","4",100,1,1,1,3.0001837,4.76837,1.95312,2.44141,3.65,6,2,0,0,0,3.65,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"86","4",100,1,1,1,3.0223084,4.76837,1.95312,2.44141,3.66,6,2,0,0,0,3.66,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"87","4",100,1,1,1,2.8398896,4.76837,1.95312,2.44141,3.41,6,2,0,0,0,3.41,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"88","4",100,1,1,1,3.0136875,4.76837,1.95312,2.44141,3.66,6,2,0,0,0,3.66,6,2,0,0,0,0,0,0,0,0,0,99,"Small","Small"
"89","4",100,1,1,1,2.9697414,4.76837,1.95312,2.44141,3.57,6,2,0,0,0,3.57,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"90","4",100,1,1,1,2.9708863,4.76837,1.95312,2.44141,3.59,6,2,0,0,0,3.59,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"91","4",100,1,1,1,2.92923,4.76837,1.95312,2.44141,3.54,6,2,0,0,0,3.54,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"92","4",100,1,1,1,2.9232022,4.76837,1.95312,2.44141,3.51,6,2,0,0,0,3.51,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"93","4",100,1,1,1,2.8631592,4.76837,1.95312,2.44141,3.44,6,2,0,0,0,3.44,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"94","4",100,1,1,1,2.8545383,4.76837,1.95312,2.44141,3.44,6,2,0,0,0,3.44,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"95","4",100,1,1,1,2.9476167,4.76837,1.95312,2.44141,3.56,6,2,0,0,0,3.56,6,2,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"96","4",100,1,1,1,2.7847295,4.76837,1.95312,2.44141,3.35,6,2,0,0,0,3.35,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"97","4",100,1,1,1,2.7775568,4.76837,1.95312,2.44141,3.3,6,2,0,0,0,3.3,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"98","4",100,1,1,1,3.0076597,4.76837,1.95312,2.44141,3.63,6,2,0,0,0,3.63,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"99","4",100,1,1,1,2.9059604,4.76837,1.95312,2.44141,3.51,6,2,0,0,0,3.51,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"100","4",100,1,1,1,2.932968,4.76837,1.95312,2.44141,3.53,6,2,0,0,0,3.53,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"101","4",100,1,1,1,2.981797,4.76837,1.95312,2.44141,3.63,6,2,0,0,0,3.63,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"102","4",100,1,1,1,2.8643041,4.76837,1.95312,2.44141,3.46,6,2,0,0,0,3.46,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"103","4",100,1,1,1,2.8582763,4.76837,1.95312,2.44141,3.43,6,2,0,0,0,3.43,6,2,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"104","4",100,1,1,1,4.447936,5.96046,3.05176,3.05176,5.44,7,4,0,0,0,5.44,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"105","4",100,1,1,1,4.593371,5.96046,3.05176,5.96046,5.59,7,4,0,0,0,5.59,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"106","4",100,1,1,1,4.447936,5.96046,3.05176,3.05176,5.44,7,4,0,0,0,5.44,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"107","4",100,1,1,1,4.389762,5.96046,3.05176,3.05176,5.38,7,4,0,0,0,5.38,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"108","4",100,1,1,1,4.622458,5.96046,3.05176,5.96046,5.62,7,4,0,0,0,5.62,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"109","4",100,1,1,1,4.360675,5.96046,3.05176,3.05176,5.35,7,4,0,0,0,5.35,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"110","4",100,1,1,1,4.535197,5.96046,3.05176,5.96046,5.53,7,4,0,0,0,5.53,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"111","4",100,1,1,1,4.302501,5.96046,3.05176,3.05176,5.29,7,4,0,0,0,5.29,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"112","4",100,1,1,1,4.680632,5.96046,3.05176,5.96046,5.68,7,4,0,0,0,5.68,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"113","4",100,1,1,1,4.447936,5.96046,3.05176,3.05176,5.44,7,4,0,0,0,5.44,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"114","4",100,1,1,1,4.738806,5.96046,3.05176,5.96046,5.74,7,4,0,0,0,5.74,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"115","4",100,1,1,1,4.127979,5.96046,3.05176,3.05176,5.11,7,4,0,0,0,5.11,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"116","4",100,1,1,1,4.738806,5.96046,3.05176,5.96046,5.74,7,4,0,0,0,5.74,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"117","4",100,1,1,1,4.331588,5.96046,3.05176,3.05176,5.32,7,4,0,0,0,5.32,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"118","4",100,1,1,1,4.360675,5.96046,3.05176,3.05176,5.35,7,4,0,0,0,5.35,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"119","4",100,1,1,1,4.302501,5.96046,3.05176,3.05176,5.29,7,4,0,0,0,5.29,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"120","4",100,1,1,1,4.389762,5.96046,3.05176,3.05176,5.38,7,4,0,0,0,5.38,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"121","4",100,1,1,1,4.418849,5.96046,3.05176,3.05176,5.41,7,4,0,0,0,5.41,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"122","4",100,1,1,1,4.564284,5.96046,3.05176,5.96046,5.56,7,4,0,0,0,5.56,7,4,0,0,0,0,0,0,0,0,0,98,"Small","Small"
"123","4",100,1,1,1,4.535197,5.96046,3.05176,5.96046,5.53,7,4,0,0,0,5.53,7,4,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"124","4",100,1,1,1,4.477023,5.96046,3.05176,3.05176,5.47,7,4,0,0,0,5.47,7,4,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"125","4",100,1,1,1,6.4544952,11.6415,3.05176,4.76837,6.74,10,4,0,0,0,6.74,10,4,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"126","4",100,1,1,1,6.2365896,11.6415,3.05176,5.364415,6.72,10,4,0,0,0,6.72,10,4,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"127","4",100,1,1,1,6.3780007,11.6415,3.05176,5.364415,6.74,10,4,0,0,0,6.74,10,4,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"128","4",100,1,1,1,6.0158145,11.6415,3.05176,4.76837,6.49,10,4,0,0,0,6.49,10,4,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"129","4",100,1,1,1,6.351574,11.6415,3.05176,5.96046,6.81,10,4,0,0,0,6.81,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"130","4",100,1,1,1,6.3501435,11.6415,3.05176,4.76837,6.82,10,4,0,0,0,6.82,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"131","4",100,1,1,1,6.7415505,11.6415,3.05176,5.96046,7.02,10,4,0,0,0,7.02,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"132","4",100,1,1,1,6.4190086,11.6415,3.05176,5.96046,6.78,10,4,0,0,0,6.78,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"133","4",100,1,1,1,6.461104,11.6415,3.05176,4.76837,6.78,10,4,0,0,0,6.78,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"134","4",100,1,1,1,6.2510285,11.6415,3.05176,4.76837,6.68,10,4,0,0,0,6.68,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"135","4",100,1,1,1,6.8192748,11.6415,3.05176,5.96046,7.13,10,4,0,0,0,7.13,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"136","4",100,1,1,1,6.5893729,11.6415,3.05176,5.96046,6.91,10,4,0,0,0,6.91,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"137","4",100,1,1,1,6.0410199,11.6415,3.05176,4.76837,6.54,10,4,0,0,0,6.54,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"138","4",100,1,1,1,6.0424504,11.6415,3.05176,5.364415,6.53,10,4,0,0,0,6.53,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"139","4",100,1,1,1,6.4772495,11.6415,3.05176,5.96046,6.8,10,4,0,0,0,6.8,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"140","4",100,1,1,1,6.2657435,11.6415,3.05176,5.96046,6.71,10,4,0,0,0,6.71,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"141","4",100,1,1,1,6.9621164,11.6415,3.05176,5.96046,7.14,10,4,0,0,0,7.14,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"142","4",100,1,1,1,6.322487,11.6415,3.05176,5.96046,6.78,10,4,0,0,0,6.78,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"143","4",100,1,1,1,6.5946181,11.6415,3.05176,5.364415,6.92,10,4,0,0,0,6.92,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"144","4",100,1,1,1,5.7979089,11.6415,3.05176,4.76837,6.47,10,4,0,0,0,6.47,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"145","4",100,1,1,1,6.290539,11.6415,3.05176,4.76837,6.77,10,4,0,0,0,6.77,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"146","4",100,1,1,1,6.3092694,11.6415,3.05176,4.76837,6.7,10,4,0,0,0,6.7,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"147","4",100,1,1,1,6.3752735,11.6415,3.05176,4.76837,6.68,10,4,0,0,0,6.68,10,4,0,0,0,0,0,0,0,0,0,96,"Small","Small"
"148","4",100,1,1,1,6.4123329,11.6415,3.05176,5.364415,6.78,10,4,0,0,0,6.78,10,4,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"149","4",100,1,1,1,6.4480287,11.6415,3.05176,5.96046,6.85,10,4,0,0,0,6.85,10,4,0,0,0,0,0,0,0,0,0,97,"Small","Small"
"150","4",100,0.7638,0.8,0.75,13.6804232,18.1899,5.96046,14.5519,21.64,25,16,5.12,6,4,16.52,19,12,2,2,2,4.12,5,3,4.12,5,3,97,"Small","Small"
"151","4",100,0.7671,0.8,0.75,13.6076632,18.1899,5.96046,14.5519,21.34,25,16,4.98,6,4,16.36,19,12,2,2,2,3.98,5,3,3.98,5,3,97,"Small","Small"
"152","4",100,0.7664,0.8,0.75,13.7926464,18.1899,5.96046,14.5519,21.6,25,16,5.06,6,4,16.54,19,12,2,2,2,4.06,5,3,4.06,5,3,97,"Small","Small"
"153","4",100,0.7668,0.8,0.75,13.24078,18.1899,5.96046,14.5519,21.07,25,16,4.92,6,4,16.15,19,12,2,2,2,3.92,5,3,3.92,5,3,97,"Small","Small"
"154","4",100,0.7619,0.8,0.75,13.1912456,18.1899,5.96046,14.5519,21.4,25,16,5.1,6,4,16.3,19,12,2,2,2,4.1,5,3,4.1,5,3,97,"Small","Small"
"155","4",100,0.7669,0.8,0.75,13.4389176,18.1899,5.96046,14.5519,21.31,25,16,4.98,6,4,16.33,19,12,2,2,2,3.98,5,3,3.98,5,3,97,"Small","Small"
"156","4",100,0.7641,0.8,0.75,12.8243624,18.1899,5.96046,14.5519,20.93,25,16,4.94,6,4,15.99,19,12,2,2,2,3.94,5,3,3.94,5,3,97,"Small","Small"
"157","4",100,0.7628,0.8,0.75,15.5718676,22.7374,7.45058,18.1899,20.74,25,16,3.92,5,3,15.82,19,12,1,1,1,3.92,5,3,3.92,5,3,97,"Small","Small"
"158","4",100,0.7673,0.8,0.75,16.32362,22.7374,7.45058,18.1899,20.94,25,16,3.88,5,3,16.06,19,12,1,1,1,3.88,5,3,3.88,5,3,97,"Small","Small"
"159","4",100,0.7655,0.8,0.75,17.406286,22.7374,7.45058,18.1899,21.7,25,16,4.1,5,3,16.6,19,12,1,1,1,4.1,5,3,4.1,5,3,97,"Small","Small"
