"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed"
"2882","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",291,0,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2883","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",291,0,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2884","Other",0,NA,NA,"Other",291,0,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2885","Error correction",25,0.7534455652,1.83553718297929e+89,"Error correction",341,0.5,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2886","Learning",25,0.9926509216,1.39199572810786e+89,"Learning",341,0.5,"Small",TRUE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2887","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2888","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2889","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2890","Other",0,NA,NA,"Other",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2891","Low activity",0,NA,NA,"Low activity",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2892","Error correction",19,0.790984269473684,1.01220105139422e+89,"Error correction",391,0.38,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2893","Learning",28,0.992250104285714,3.05565123154501e+89,"Learning",391,0.56,"Error correction",TRUE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2894","Mixed bet hedging",3,0.923221586666667,2.80835143429261e+64,"Mixed bet hedging",391,0.06,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2895","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",391,0,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2896","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",391,0,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2897","Other",0,NA,NA,"Other",391,0,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2898","Low activity",0,NA,NA,"Low activity",391,0,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2899","Error correction",19,0.805621550526316,1.71623970492754e+88,"Error correction",441,0.38,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2900","Learning",25,0.994035958,1.0598795260447e+89,"Learning",441,0.5,"Error correction",TRUE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2901","Mixed bet hedging",6,0.915985898333333,2.24779802906789e+64,"Mixed bet hedging",441,0.12,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2902","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",441,0,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2903","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",441,0,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2904","Other",0,NA,NA,"Other",441,0,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2905","Low activity",0,NA,NA,"Low activity",441,0,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2906","Error correction",18,0.814802718333333,2.72976015237075e+52,"Error correction",491,0.36,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2907","Learning",28,0.993671078214286,1.12709961328421e+89,"Learning",491,0.56,"Error correction",TRUE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2908","Mixed bet hedging",4,0.9119743875,3.0853200792039e+60,"Mixed bet hedging",491,0.08,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2909","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",491,0,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2910","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",491,0,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2911","Other",0,NA,NA,"Other",491,0,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2912","Low activity",0,NA,NA,"Low activity",491,0,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2913","Bet-hedged error correction",1,0.85669516,1.56928000000366e+55,"Bet-hedged error correction",541,0.02,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2914","Error correction",22,0.800033995,1.00944655986613e+89,"Error correction",541,0.44,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2915","Learning",25,0.9944438776,1.78759376052898e+89,"Learning",541,0.5,"Error correction",TRUE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2916","Mixed bet hedging",2,0.903871435,9.45316356700371e+89,"Mixed bet hedging",541,0.04,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2917","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",541,0,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2918","Other",0,NA,NA,"Other",541,0,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2919","Low activity",0,NA,NA,"Low activity",541,0,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2920","Bet-hedged learning",2,0.98601031,1.41490042228535e+69,"Bet-hedged learning",591,0.04,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2921","Error correction",24,0.790203777083333,2.26927759286775e+89,"Error correction",591,0.48,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2922","Learning",24,0.991619361666667,1.54208422341778e+89,"Learning",591,0.48,"Error correction",TRUE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2923","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",591,0,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2924","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",591,0,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2925","Other",0,NA,NA,"Other",591,0,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2926","Low activity",0,NA,NA,"Low activity",591,0,"Error correction",FALSE,-350,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2927","Error correction",21,0.754566498571429,4.37938277609859e+88,"Error correction",641,0.42,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2928","Learning",29,0.994595238275862,2.75823451782258e+89,"Learning",641,0.58,"Error correction",TRUE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2929","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2930","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2931","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2932","Other",0,NA,NA,"Other",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2933","Low activity",0,NA,NA,"Low activity",641,0,"Error correction",FALSE,-300,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2934","Error correction",21,0.784014236190476,1.27699313618069e+89,"Error correction",691,0.42,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2935","Learning",26,0.994707631923077,9.82001949642448e+88,"Learning",691,0.52,"Error correction",TRUE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2936","Mixed bet hedging",3,0.90928754,2.18398334345658e+89,"Mixed bet hedging",691,0.06,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2937","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",691,0,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2938","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",691,0,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2939","Other",0,NA,NA,"Other",691,0,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2940","Low activity",0,NA,NA,"Low activity",691,0,"Error correction",FALSE,-250,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2941","Error correction",18,0.799747587222222,3.91438277823852e+89,"Error correction",741,0.36,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2942","Learning",30,0.992813498333333,1.3156732831992e+89,"Learning",741,0.6,"Error correction",TRUE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2943","Mixed bet hedging",2,0.917206275,9.33567216813722e+89,"Mixed bet hedging",741,0.04,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2944","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",741,0,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2945","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",741,0,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2946","Other",0,NA,NA,"Other",741,0,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2947","Low activity",0,NA,NA,"Low activity",741,0,"Error correction",FALSE,-200,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2948","Error correction",21,0.854615191904762,5.47213956122168e+88,"Error correction",791,0.42,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2949","Learning",27,0.993770143703704,1.38024788803251e+89,"Learning",791,0.54,"Error correction",TRUE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2950","Mixed bet hedging",2,0.93736508,1.00833480971335e+90,"Mixed bet hedging",791,0.04,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2951","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",791,0,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2952","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",791,0,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2953","Other",0,NA,NA,"Other",791,0,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2954","Low activity",0,NA,NA,"Low activity",791,0,"Error correction",FALSE,-150,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2955","Bet-hedged learning",1,0.97765997029703,1.97653386138614e+90,"Bet-hedged learning",841,0.02,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2956","Error correction",5,0.84643775,3.6134116875533e+85,"Error correction",841,0.1,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2957","Learning",44,0.994039256363636,2.33875490618564e+89,"Learning",841,0.88,"Error correction",TRUE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2958","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",841,0,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2959","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",841,0,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2960","Other",0,NA,NA,"Other",841,0,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2961","Low activity",0,NA,NA,"Low activity",841,0,"Error correction",FALSE,-100,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2962","Error correction",6,0.854655418333333,7.80935287768724e+88,"Error correction",891,0.12,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2963","Learning",43,0.992932838139535,8.73644474589157e+88,"Learning",891,0.86,"Error correction",TRUE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2964","Mixed bet hedging",1,0.92207493,1.8951836271538e+90,"Mixed bet hedging",891,0.02,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2965","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",891,0,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2966","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",891,0,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2967","Other",0,NA,NA,"Other",891,0,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2968","Low activity",0,NA,NA,"Low activity",891,0,"Error correction",FALSE,-50,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2969","Learning",50,0.9907499054,2.87844436341616e+87,"Learning",941,1,"Learning",TRUE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2970","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2971","Error correction",0,NA,NA,"Error correction",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2972","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2973","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2974","Other",0,NA,NA,"Other",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2975","Low activity",0,NA,NA,"Low activity",941,0,"Learning",FALSE,0,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331
"2976","Bet-hedged learning",3,0.669397746666667,7.71727860973894e+60,"Bet-hedged learning",1026,0.06,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2977","Error correction",9,0.730811552222222,1.88636168671193e+60,"Error correction",1026,0.18,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2978","Learning",7,0.993289084285714,1.74195835524428e+53,"Learning",1026,0.14,"Bet-hedged learning",TRUE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2979","Low activity",31,0.510608033225807,195.892580645161,"Low activity",1026,0.62,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2980","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1026,0,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2981","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1026,0,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2982","Other",0,NA,NA,"Other",1026,0,"Bet-hedged learning",FALSE,-700,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2983","Error correction",45,0.750422304222222,9.4856977777797e+77,"Error correction",1076,0.9,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2984","Learning",5,0.99283669,1.57131287490695e+56,"Learning",1076,0.1,"Small",TRUE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2985","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2986","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2987","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2988","Other",0,NA,NA,"Other",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2989","Low activity",0,NA,NA,"Low activity",1076,0,"Small",FALSE,-650,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2990","Error correction",40,0.7548752195,2.37143156422903e+77,"Error correction",1126,0.8,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2991","Learning",10,0.994382152,3.66000335123041e+67,"Learning",1126,0.2,"Small",TRUE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2992","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2993","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2994","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2995","Other",0,NA,NA,"Other",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2996","Low activity",0,NA,NA,"Low activity",1126,0,"Small",FALSE,-600,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2997","Error correction",21,0.753728222380952,7.39473343129206e+66,"Error correction",1176,0.42,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2998","Learning",29,0.994257841724138,1.24819272024359e+73,"Learning",1176,0.58,"Error correction",TRUE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"2999","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3000","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3001","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3002","Other",0,NA,NA,"Other",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3003","Low activity",0,NA,NA,"Low activity",1176,0,"Error correction",FALSE,-550,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3004","Error correction",22,0.748530544545455,7.67943327099442e+88,"Error correction",1226,0.44,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3005","Learning",28,0.994052945357143,6.09506484858999e+87,"Learning",1226,0.56,"Error correction",TRUE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3006","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3007","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3008","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3009","Other",0,NA,NA,"Other",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3010","Low activity",0,NA,NA,"Low activity",1226,0,"Error correction",FALSE,-500,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3011","Error correction",26,0.752404097307692,3.01784284614199e+53,"Error correction",1276,0.52,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3012","Learning",24,0.994129780833333,3.53489703648463e+56,"Learning",1276,0.48,"Error correction",TRUE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3013","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3014","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3015","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3016","Other",0,NA,NA,"Other",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3017","Low activity",0,NA,NA,"Low activity",1276,0,"Error correction",FALSE,-450,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3018","Bet-hedged learning",1,0.96478597,2.325127500269e+59,"Bet-hedged learning",1326,0.02,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3019","Error correction",9,0.750111436666667,7.72326127279382e+35,"Error correction",1326,0.18,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3020","Learning",39,0.994038476923077,1.74124993001193e+67,"Learning",1326,0.78,"Error correction",TRUE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3021","Mixed bet hedging",1,0.90037557,3.97381889625899e+45,"Mixed bet hedging",1326,0.02,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3022","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1326,0,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3023","Other",0,NA,NA,"Other",1326,0,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3024","Low activity",0,NA,NA,"Low activity",1326,0,"Error correction",FALSE,-400,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3025","Bet-hedged learning",2,0.8406002135,3.099168614925e+68,"Bet-hedged learning",1376,0.04,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3026","Error correction",5,0.770456882,2.3651327891375e+37,"Error correction",1376,0.1,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3027","Learning",43,0.994200212093023,7.89258553373437e+84,"Learning",1376,0.86,"Error correction",TRUE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3028","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1376,0,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3029","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1376,0,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3030","Other",0,NA,NA,"Other",1376,0,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3031","Low activity",0,NA,NA,"Low activity",1376,0,"Error correction",FALSE,-350,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3032","Error correction",6,0.749795171666667,3.01333440187119e+32,"Error correction",1426,0.12,"Error correction",FALSE,-300,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3033","Learning",44,0.9940537175,1.32993763682104e+73,"Learning",1426,0.88,"Error correction",TRUE,-300,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3034","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1426,0,"Error correction",FALSE,-300,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3035","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1426,0,"Error correction",FALSE,-300,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3036","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1426,0,"Error correction",FALSE,-300,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3037","Other",0,NA,NA,"Other",1426,0,"Error correction",FALSE,-300,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3038","Low activity",0,NA,NA,"Low activity",1426,0,"Error correction",FALSE,-300,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3039","Error correction",3,0.750088156666667,4.70894953178186e+33,"Error correction",1476,0.06,"Error correction",FALSE,-250,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3040","Learning",47,0.99413031893617,9.82257400602271e+70,"Learning",1476,0.94,"Error correction",TRUE,-250,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3041","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1476,0,"Error correction",FALSE,-250,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3042","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1476,0,"Error correction",FALSE,-250,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3043","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1476,0,"Error correction",FALSE,-250,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3044","Other",0,NA,NA,"Other",1476,0,"Error correction",FALSE,-250,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3045","Low activity",0,NA,NA,"Low activity",1476,0,"Error correction",FALSE,-250,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3046","Error correction",1,0.75073241,5.20783001316856e+31,"Error correction",1526,0.02,"Error correction",FALSE,-200,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3047","Learning",49,0.993958355714286,4.15035563612033e+74,"Learning",1526,0.98,"Error correction",TRUE,-200,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3048","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1526,0,"Error correction",FALSE,-200,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
"3049","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1526,0,"Error correction",FALSE,-200,TRUE,335,"../../2023_05_24_02__seeds_2000_2499",2335
