"","X","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed","is_necessary_exploratory_replay","first_learning_depth","depth_frac"
"134",134,"Error correction",9,0.796979111111111,6.84555962633387e+89,"Error correction",1093,0.18,"Error correction",FALSE,-350,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.757449757449757
"135",135,"Learning",38,0.993623783421053,2.28802701443092e+89,"Learning",1093,0.76,"Error correction",TRUE,-350,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.757449757449757
"136",136,"Mixed bet hedging",3,0.92892159,5.97560026101676e+89,"Mixed bet hedging",1093,0.06,"Error correction",FALSE,-350,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.757449757449757
"137",137,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1093,0,"Error correction",FALSE,-350,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.757449757449757
"138",138,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1093,0,"Error correction",FALSE,-350,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.757449757449757
"139",139,"Other",0,NA,NA,"Other",1093,0,"Error correction",FALSE,-350,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.757449757449757
"140",140,"Low activity",0,NA,NA,"Low activity",1093,0,"Error correction",FALSE,-350,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.757449757449757
"141",141,"Error correction",8,0.8006282225,7.10053165542151e+89,"Error correction",1143,0.16,"Error correction",FALSE,-300,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.792099792099792
"142",142,"Learning",40,0.99561390875,3.93467109684575e+89,"Learning",1143,0.8,"Error correction",TRUE,-300,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.792099792099792
"143",143,"Mixed bet hedging",2,0.890775085,9.37140363897539e+89,"Mixed bet hedging",1143,0.04,"Error correction",FALSE,-300,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.792099792099792
"144",144,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1143,0,"Error correction",FALSE,-300,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.792099792099792
"145",145,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1143,0,"Error correction",FALSE,-300,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.792099792099792
"146",146,"Other",0,NA,NA,"Other",1143,0,"Error correction",FALSE,-300,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.792099792099792
"147",147,"Low activity",0,NA,NA,"Low activity",1143,0,"Error correction",FALSE,-300,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.792099792099792
"148",148,"Error correction",8,0.80183922125,4.1426075221631e+89,"Error correction",1193,0.16,"Error correction",FALSE,-250,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.826749826749827
"149",149,"Learning",41,0.994911532926829,1.83760827657613e+89,"Learning",1193,0.82,"Error correction",TRUE,-250,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.826749826749827
"150",150,"Mixed bet hedging",1,0.89491734,4.70468780306418e+44,"Mixed bet hedging",1193,0.02,"Error correction",FALSE,-250,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.826749826749827
"151",151,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1193,0,"Error correction",FALSE,-250,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.826749826749827
"152",152,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1193,0,"Error correction",FALSE,-250,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.826749826749827
"153",153,"Other",0,NA,NA,"Other",1193,0,"Error correction",FALSE,-250,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.826749826749827
"154",154,"Low activity",0,NA,NA,"Low activity",1193,0,"Error correction",FALSE,-250,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.826749826749827
"155",155,"Error correction",8,0.80270518875,9.7108814763317e+89,"Error correction",1243,0.16,"Error correction",FALSE,-200,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.861399861399861
"156",156,"Learning",40,0.9942474345,2.78959063659319e+89,"Learning",1243,0.8,"Error correction",TRUE,-200,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.861399861399861
"157",157,"Mixed bet hedging",2,0.9235414,1.63003371126796e+89,"Mixed bet hedging",1243,0.04,"Error correction",FALSE,-200,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.861399861399861
"158",158,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1243,0,"Error correction",FALSE,-200,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.861399861399861
"159",159,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1243,0,"Error correction",FALSE,-200,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.861399861399861
"160",160,"Other",0,NA,NA,"Other",1243,0,"Error correction",FALSE,-200,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.861399861399861
"161",161,"Low activity",0,NA,NA,"Low activity",1243,0,"Error correction",FALSE,-200,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.861399861399861
"162",162,"Bet-hedged learning",2,0.918068921,8.2150945169182e+88,"Bet-hedged learning",1293,0.04,"Error correction",FALSE,-150,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.896049896049896
"163",163,"Error correction",12,0.7904296675,1.15131790085104e+90,"Error correction",1293,0.24,"Error correction",FALSE,-150,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.896049896049896
"164",164,"Learning",35,0.994110387142857,2.96671971942406e+89,"Learning",1293,0.7,"Error correction",TRUE,-150,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.896049896049896
"165",165,"Mixed bet hedging",1,0.84139095,1.0185510827e+88,"Mixed bet hedging",1293,0.02,"Error correction",FALSE,-150,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.896049896049896
"166",166,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1293,0,"Error correction",FALSE,-150,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.896049896049896
"167",167,"Other",0,NA,NA,"Other",1293,0,"Error correction",FALSE,-150,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.896049896049896
"168",168,"Low activity",0,NA,NA,"Low activity",1293,0,"Error correction",FALSE,-150,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.896049896049896
"169",169,"Learning",50,0.9952856304,4.30073070214929e+89,"Learning",1343,1,"Error correction",TRUE,-100,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.930699930699931
"170",170,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1343,0,"Error correction",FALSE,-100,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.930699930699931
"171",171,"Error correction",0,NA,NA,"Error correction",1343,0,"Error correction",FALSE,-100,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.930699930699931
"172",172,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1343,0,"Error correction",FALSE,-100,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.930699930699931
"173",173,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1343,0,"Error correction",FALSE,-100,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.930699930699931
"174",174,"Other",0,NA,NA,"Other",1343,0,"Error correction",FALSE,-100,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.930699930699931
"175",175,"Low activity",0,NA,NA,"Low activity",1343,0,"Error correction",FALSE,-100,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.930699930699931
"176",176,"Learning",50,0.9937425128,3.30991820501326e+89,"Learning",1393,1,"Error correction",TRUE,-50,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.965349965349965
"177",177,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1393,0,"Error correction",FALSE,-50,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.965349965349965
"178",178,"Error correction",0,NA,NA,"Error correction",1393,0,"Error correction",FALSE,-50,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.965349965349965
"179",179,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1393,0,"Error correction",FALSE,-50,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.965349965349965
"180",180,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1393,0,"Error correction",FALSE,-50,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.965349965349965
"181",181,"Other",0,NA,NA,"Other",1393,0,"Error correction",FALSE,-50,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.965349965349965
"182",182,"Low activity",0,NA,NA,"Low activity",1393,0,"Error correction",FALSE,-50,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.965349965349965
"183",183,"Learning",50,0.99381744,2.88262902326875e+89,"Learning",1443,1,"Learning",TRUE,0,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,1
"184",184,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1443,0,"Learning",FALSE,0,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,1
"185",185,"Error correction",0,NA,NA,"Error correction",1443,0,"Learning",FALSE,0,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,1
"186",186,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1443,0,"Learning",FALSE,0,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,1
"187",187,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1443,0,"Learning",FALSE,0,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,1
"188",188,"Other",0,NA,NA,"Other",1443,0,"Learning",FALSE,0,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,1
"189",189,"Low activity",0,NA,NA,"Low activity",1443,0,"Learning",FALSE,0,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,1
"190",190,"Bet-hedged learning",2,0.96653445,1.26612947794167e+75,"Bet-hedged learning",843,0.04,"Error correction",FALSE,-600,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.584199584199584
"191",191,"Error correction",22,0.787009811363636,4.64322502169863e+89,"Error correction",843,0.44,"Error correction",FALSE,-600,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.584199584199584
"192",192,"Learning",14,0.995557107142857,5.23055983106416e+89,"Learning",843,0.28,"Error correction",TRUE,-600,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,FALSE,1443,0.584199584199584
"193",193,"Mixed bet hedging",12,0.872220106666667,8.36753306439113e+89,"Mixed bet hedging",843,0.24,"Error correction",FALSE,-600,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.584199584199584
"194",194,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",843,0,"Error correction",FALSE,-600,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.584199584199584
"195",195,"Other",0,NA,NA,"Other",843,0,"Error correction",FALSE,-600,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.584199584199584
"196",196,"Low activity",0,NA,NA,"Low activity",843,0,"Error correction",FALSE,-600,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.584199584199584
"197",197,"Error correction",21,0.77216892,3.69632860334651e+89,"Error correction",893,0.42,"Error correction",FALSE,-550,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.618849618849619
"198",198,"Learning",7,0.995810698571429,1.78209086000877e+89,"Learning",893,0.14,"Error correction",TRUE,-550,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,FALSE,1443,0.618849618849619
"199",199,"Mixed bet hedging",22,0.857053988181818,4.0886719930653e+89,"Mixed bet hedging",893,0.44,"Error correction",FALSE,-550,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.618849618849619
"200",200,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",893,0,"Error correction",FALSE,-550,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.618849618849619
"201",201,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",893,0,"Error correction",FALSE,-550,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.618849618849619
"202",202,"Other",0,NA,NA,"Other",893,0,"Error correction",FALSE,-550,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.618849618849619
"203",203,"Low activity",0,NA,NA,"Low activity",893,0,"Error correction",FALSE,-550,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.618849618849619
"204",204,"Error correction",19,0.785228638421053,3.36635633113736e+89,"Error correction",943,0.38,"Error correction",FALSE,-500,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.653499653499654
"205",205,"Learning",6,0.995559976666667,8.48903447496472e+88,"Learning",943,0.12,"Error correction",TRUE,-500,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.653499653499654
"206",206,"Mixed bet hedging",25,0.859686784,4.12879940318767e+89,"Mixed bet hedging",943,0.5,"Error correction",FALSE,-500,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.653499653499654
"207",207,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",943,0,"Error correction",FALSE,-500,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.653499653499654
"208",208,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",943,0,"Error correction",FALSE,-500,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.653499653499654
"209",209,"Other",0,NA,NA,"Other",943,0,"Error correction",FALSE,-500,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.653499653499654
"210",210,"Low activity",0,NA,NA,"Low activity",943,0,"Error correction",FALSE,-500,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.653499653499654
"211",211,"Error correction",11,0.803775626363636,7.92492864371131e+89,"Error correction",993,0.22,"Error correction",FALSE,-450,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.688149688149688
"212",212,"Learning",26,0.991531618461538,4.59652565047913e+89,"Learning",993,0.52,"Error correction",TRUE,-450,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.688149688149688
"213",213,"Mixed bet hedging",13,0.874581986923077,7.24358822323686e+89,"Mixed bet hedging",993,0.26,"Error correction",FALSE,-450,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.688149688149688
"214",214,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",993,0,"Error correction",FALSE,-450,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.688149688149688
"215",215,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",993,0,"Error correction",FALSE,-450,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.688149688149688
"216",216,"Other",0,NA,NA,"Other",993,0,"Error correction",FALSE,-450,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.688149688149688
"217",217,"Low activity",0,NA,NA,"Low activity",993,0,"Error correction",FALSE,-450,TRUE,299,"../../2023_05_22_01__seeds_0_500",299,TRUE,1443,0.688149688149688
"218",218,"Error correction",4,0.84434447,3.7632460000173e+76,"Error correction",1047,0.08,"Mixed bet hedging",FALSE,-200,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.839615076182839
"219",219,"Learning",45,0.993950404444444,1.56441798300325e+60,"Learning",1047,0.9,"Mixed bet hedging",TRUE,-200,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.839615076182839
"220",220,"Mixed bet hedging",1,0.85974785,3.07858148700002e+41,"Mixed bet hedging",1047,0.02,"Mixed bet hedging",FALSE,-200,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.839615076182839
"221",221,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1047,0,"Mixed bet hedging",FALSE,-200,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.839615076182839
"222",222,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1047,0,"Mixed bet hedging",FALSE,-200,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.839615076182839
"223",223,"Other",0,NA,NA,"Other",1047,0,"Mixed bet hedging",FALSE,-200,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.839615076182839
"224",224,"Low activity",0,NA,NA,"Low activity",1047,0,"Mixed bet hedging",FALSE,-200,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.839615076182839
"225",225,"Error correction",1,0.83947885,7.23800558587512e+73,"Error correction",1097,0.02,"Mixed bet hedging",FALSE,-150,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.879711307137129
"226",226,"Learning",49,0.993834421428571,4.89600460990103e+58,"Learning",1097,0.98,"Mixed bet hedging",TRUE,-150,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.879711307137129
"227",227,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1097,0,"Mixed bet hedging",FALSE,-150,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.879711307137129
"228",228,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1097,0,"Mixed bet hedging",FALSE,-150,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.879711307137129
"229",229,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1097,0,"Mixed bet hedging",FALSE,-150,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.879711307137129
"230",230,"Other",0,NA,NA,"Other",1097,0,"Mixed bet hedging",FALSE,-150,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.879711307137129
"231",231,"Low activity",0,NA,NA,"Low activity",1097,0,"Mixed bet hedging",FALSE,-150,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.879711307137129
"232",232,"Error correction",2,0.83382823,5.61583314160342e+48,"Error correction",1147,0.04,"Mixed bet hedging",FALSE,-100,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.919807538091419
"233",233,"Learning",48,0.993843804791667,1.13012171811655e+56,"Learning",1147,0.96,"Mixed bet hedging",TRUE,-100,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.919807538091419
"234",234,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1147,0,"Mixed bet hedging",FALSE,-100,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.919807538091419
"235",235,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1147,0,"Mixed bet hedging",FALSE,-100,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.919807538091419
"236",236,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1147,0,"Mixed bet hedging",FALSE,-100,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.919807538091419
"237",237,"Other",0,NA,NA,"Other",1147,0,"Mixed bet hedging",FALSE,-100,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.919807538091419
"238",238,"Low activity",0,NA,NA,"Low activity",1147,0,"Mixed bet hedging",FALSE,-100,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.919807538091419
"239",239,"Bet-hedged learning",1,0.98509,6.04802067408391e+61,"Bet-hedged learning",1197,0.02,"Error correction",FALSE,-50,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.95990376904571
"240",240,"Learning",49,0.994023606326531,3.57282448575811e+62,"Learning",1197,0.98,"Error correction",TRUE,-50,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.95990376904571
"241",241,"Error correction",0,NA,NA,"Error correction",1197,0,"Error correction",FALSE,-50,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.95990376904571
"242",242,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1197,0,"Error correction",FALSE,-50,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.95990376904571
"243",243,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1197,0,"Error correction",FALSE,-50,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.95990376904571
"244",244,"Other",0,NA,NA,"Other",1197,0,"Error correction",FALSE,-50,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.95990376904571
"245",245,"Low activity",0,NA,NA,"Low activity",1197,0,"Error correction",FALSE,-50,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.95990376904571
"246",246,"Learning",50,0.9940762078,6.94050706450114e+60,"Learning",1247,1,"Learning",TRUE,0,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,1
"247",247,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1247,0,"Learning",FALSE,0,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,1
"248",248,"Error correction",0,NA,NA,"Error correction",1247,0,"Learning",FALSE,0,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,1
"249",249,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1247,0,"Learning",FALSE,0,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,1
"250",250,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1247,0,"Learning",FALSE,0,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,1
"251",251,"Other",0,NA,NA,"Other",1247,0,"Learning",FALSE,0,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,1
"252",252,"Low activity",0,NA,NA,"Low activity",1247,0,"Learning",FALSE,0,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,1
"253",253,"Error correction",37,0.787195484054054,4.6281262752432e+88,"Error correction",847,0.74,"Mixed bet hedging",FALSE,-400,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.679230152365678
"254",254,"Learning",4,0.9939799275,4.73496302819217e+56,"Learning",847,0.08,"Mixed bet hedging",TRUE,-400,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,FALSE,1247,0.679230152365678
"255",255,"Mixed bet hedging",9,0.85507107,2.26343478972645e+88,"Mixed bet hedging",847,0.18,"Mixed bet hedging",FALSE,-400,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.679230152365678
"256",256,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",847,0,"Mixed bet hedging",FALSE,-400,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.679230152365678
"257",257,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",847,0,"Mixed bet hedging",FALSE,-400,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.679230152365678
"258",258,"Other",0,NA,NA,"Other",847,0,"Mixed bet hedging",FALSE,-400,TRUE,327,"../../2023_05_22_01__seeds_0_500",327,TRUE,1247,0.679230152365678
