"","X","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed","is_necessary_exploratory_replay","first_learning_depth","depth_frac"
"2779",2779,"Low activity",0,NA,NA,"Low activity",2258,0,"Error correction",FALSE,-300,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.882720875684128
"2780",2780,"Error correction",4,0.8125519775,7.06761757841668e+70,"Error correction",2308,0.08,"Error correction",FALSE,-250,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.90226739640344
"2781",2781,"Learning",46,0.99580007673913,4.20963467254948e+88,"Learning",2308,0.92,"Error correction",TRUE,-250,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.90226739640344
"2782",2782,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2308,0,"Error correction",FALSE,-250,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.90226739640344
"2783",2783,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2308,0,"Error correction",FALSE,-250,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.90226739640344
"2784",2784,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2308,0,"Error correction",FALSE,-250,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.90226739640344
"2785",2785,"Other",0,NA,NA,"Other",2308,0,"Error correction",FALSE,-250,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.90226739640344
"2786",2786,"Low activity",0,NA,NA,"Low activity",2308,0,"Error correction",FALSE,-250,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.90226739640344
"2787",2787,"Learning",50,0.9958562232,7.46997966676444e+87,"Learning",2358,1,"Mixed bet hedging",TRUE,-200,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.921813917122752
"2788",2788,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2358,0,"Mixed bet hedging",FALSE,-200,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.921813917122752
"2789",2789,"Error correction",0,NA,NA,"Error correction",2358,0,"Mixed bet hedging",FALSE,-200,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.921813917122752
"2790",2790,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2358,0,"Mixed bet hedging",FALSE,-200,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.921813917122752
"2791",2791,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2358,0,"Mixed bet hedging",FALSE,-200,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.921813917122752
"2792",2792,"Other",0,NA,NA,"Other",2358,0,"Mixed bet hedging",FALSE,-200,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.921813917122752
"2793",2793,"Low activity",0,NA,NA,"Low activity",2358,0,"Mixed bet hedging",FALSE,-200,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.921813917122752
"2794",2794,"Learning",50,0.9958548792,1.22332235146687e+87,"Learning",2408,1,"Mixed bet hedging",TRUE,-150,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.941360437842064
"2795",2795,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2408,0,"Mixed bet hedging",FALSE,-150,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.941360437842064
"2796",2796,"Error correction",0,NA,NA,"Error correction",2408,0,"Mixed bet hedging",FALSE,-150,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.941360437842064
"2797",2797,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2408,0,"Mixed bet hedging",FALSE,-150,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.941360437842064
"2798",2798,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2408,0,"Mixed bet hedging",FALSE,-150,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.941360437842064
"2799",2799,"Other",0,NA,NA,"Other",2408,0,"Mixed bet hedging",FALSE,-150,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.941360437842064
"2800",2800,"Low activity",0,NA,NA,"Low activity",2408,0,"Mixed bet hedging",FALSE,-150,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.941360437842064
"2801",2801,"Learning",50,0.995848118,2.44647218353633e+87,"Learning",2458,1,"Mixed bet hedging",TRUE,-100,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.960906958561376
"2802",2802,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2458,0,"Mixed bet hedging",FALSE,-100,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.960906958561376
"2803",2803,"Error correction",0,NA,NA,"Error correction",2458,0,"Mixed bet hedging",FALSE,-100,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.960906958561376
"2804",2804,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2458,0,"Mixed bet hedging",FALSE,-100,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.960906958561376
"2805",2805,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2458,0,"Mixed bet hedging",FALSE,-100,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.960906958561376
"2806",2806,"Other",0,NA,NA,"Other",2458,0,"Mixed bet hedging",FALSE,-100,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.960906958561376
"2807",2807,"Low activity",0,NA,NA,"Low activity",2458,0,"Mixed bet hedging",FALSE,-100,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.960906958561376
"2808",2808,"Learning",50,0.9958313028,3.57174420858315e+87,"Learning",2508,1,"Mixed bet hedging",TRUE,-50,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.980453479280688
"2809",2809,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2508,0,"Mixed bet hedging",FALSE,-50,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.980453479280688
"2810",2810,"Error correction",0,NA,NA,"Error correction",2508,0,"Mixed bet hedging",FALSE,-50,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.980453479280688
"2811",2811,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2508,0,"Mixed bet hedging",FALSE,-50,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.980453479280688
"2812",2812,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2508,0,"Mixed bet hedging",FALSE,-50,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.980453479280688
"2813",2813,"Other",0,NA,NA,"Other",2508,0,"Mixed bet hedging",FALSE,-50,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.980453479280688
"2814",2814,"Low activity",0,NA,NA,"Low activity",2508,0,"Mixed bet hedging",FALSE,-50,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,0.980453479280688
"2815",2815,"Learning",50,0.9958504066,2.46895891457025e+87,"Learning",2558,1,"Learning",TRUE,0,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,1
"2816",2816,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2558,0,"Learning",FALSE,0,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,1
"2817",2817,"Error correction",0,NA,NA,"Error correction",2558,0,"Learning",FALSE,0,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,1
"2818",2818,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2558,0,"Learning",FALSE,0,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,1
"2819",2819,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2558,0,"Learning",FALSE,0,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,1
"2820",2820,"Other",0,NA,NA,"Other",2558,0,"Learning",FALSE,0,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,1
"2821",2821,"Low activity",0,NA,NA,"Low activity",2558,0,"Learning",FALSE,0,TRUE,223,"../../2023_05_24_02__seeds_2000_2499",2223,TRUE,2558,1
"2822",2822,"Error correction",47,0.750095744042553,2.25986681322225e+88,"Error correction",728,0.94,"Error correction",FALSE,-200,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.78448275862069
"2823",2823,"Learning",3,0.996332286666667,4.92560713396829e+89,"Learning",728,0.06,"Error correction",TRUE,-200,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,FALSE,928,0.78448275862069
"2824",2824,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",728,0,"Error correction",FALSE,-200,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.78448275862069
"2825",2825,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",728,0,"Error correction",FALSE,-200,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.78448275862069
"2826",2826,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",728,0,"Error correction",FALSE,-200,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.78448275862069
"2827",2827,"Other",0,NA,NA,"Other",728,0,"Error correction",FALSE,-200,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.78448275862069
"2828",2828,"Low activity",0,NA,NA,"Low activity",728,0,"Error correction",FALSE,-200,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.78448275862069
"2829",2829,"Error correction",46,0.748989687608696,5.01328246270802e+88,"Error correction",778,0.92,"Error correction",FALSE,-150,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.838362068965517
"2830",2830,"Learning",4,0.9965410725,8.3783795311983e+89,"Learning",778,0.08,"Error correction",TRUE,-150,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,FALSE,928,0.838362068965517
"2831",2831,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",778,0,"Error correction",FALSE,-150,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.838362068965517
"2832",2832,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",778,0,"Error correction",FALSE,-150,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.838362068965517
"2833",2833,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",778,0,"Error correction",FALSE,-150,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.838362068965517
"2834",2834,"Other",0,NA,NA,"Other",778,0,"Error correction",FALSE,-150,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.838362068965517
"2835",2835,"Low activity",0,NA,NA,"Low activity",778,0,"Error correction",FALSE,-150,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.838362068965517
"2836",2836,"Error correction",49,0.749715331428571,5.97217095340573e+72,"Error correction",828,0.98,"Error correction",FALSE,-100,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.892241379310345
"2837",2837,"Learning",1,0.99563116,1.13730968265538e+72,"Learning",828,0.02,"Error correction",TRUE,-100,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.892241379310345
"2838",2838,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",828,0,"Error correction",FALSE,-100,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.892241379310345
"2839",2839,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",828,0,"Error correction",FALSE,-100,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.892241379310345
"2840",2840,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",828,0,"Error correction",FALSE,-100,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.892241379310345
"2841",2841,"Other",0,NA,NA,"Other",828,0,"Error correction",FALSE,-100,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.892241379310345
"2842",2842,"Low activity",0,NA,NA,"Low activity",828,0,"Error correction",FALSE,-100,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.892241379310345
"2843",2843,"Learning",50,0.995844221,3.95155421056006e+89,"Learning",878,1,"Mixed bet hedging",TRUE,-50,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.946120689655172
"2844",2844,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",878,0,"Mixed bet hedging",FALSE,-50,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.946120689655172
"2845",2845,"Error correction",0,NA,NA,"Error correction",878,0,"Mixed bet hedging",FALSE,-50,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.946120689655172
"2846",2846,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",878,0,"Mixed bet hedging",FALSE,-50,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.946120689655172
"2847",2847,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",878,0,"Mixed bet hedging",FALSE,-50,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.946120689655172
"2848",2848,"Other",0,NA,NA,"Other",878,0,"Mixed bet hedging",FALSE,-50,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.946120689655172
"2849",2849,"Low activity",0,NA,NA,"Low activity",878,0,"Mixed bet hedging",FALSE,-50,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,0.946120689655172
"2850",2850,"Learning",50,0.995863307,2.3668444926708e+89,"Learning",928,1,"Learning",TRUE,0,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,1
"2851",2851,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",928,0,"Learning",FALSE,0,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,1
"2852",2852,"Error correction",0,NA,NA,"Error correction",928,0,"Learning",FALSE,0,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,1
"2853",2853,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",928,0,"Learning",FALSE,0,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,1
"2854",2854,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",928,0,"Learning",FALSE,0,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,1
"2855",2855,"Other",0,NA,NA,"Other",928,0,"Learning",FALSE,0,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,1
"2856",2856,"Low activity",0,NA,NA,"Low activity",928,0,"Learning",FALSE,0,TRUE,237,"../../2023_05_24_02__seeds_2000_2499",2237,TRUE,928,1
"2857",2857,"Bet-hedged learning",1,0.832433387,4.739539820227e+51,"Bet-hedged learning",141,0.02,"Small",FALSE,-800,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.149840595111583
"2858",2858,"Error correction",31,0.750313500645161,1.30897769438895e+89,"Error correction",141,0.62,"Small",FALSE,-800,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.149840595111583
"2859",2859,"Low activity",18,0.608013676666667,40.3811111111111,"Low activity",141,0.36,"Small",FALSE,-800,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.149840595111583
"2860",2860,"Learning",0,NA,NA,"Learning",141,0,"Small",TRUE,-800,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,FALSE,941,0.149840595111583
"2861",2861,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",141,0,"Small",FALSE,-800,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.149840595111583
"2862",2862,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",141,0,"Small",FALSE,-800,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.149840595111583
"2863",2863,"Other",0,NA,NA,"Other",141,0,"Small",FALSE,-800,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.149840595111583
"2864",2864,"Bet-hedged error correction",1,0.74231,2.48598021191159e+56,"Bet-hedged error correction",191,0.02,"Small",FALSE,-750,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.202975557917109
"2865",2865,"Bet-hedged learning",1,0.46925076,6.1939911242e+41,"Bet-hedged learning",191,0.02,"Small",FALSE,-750,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.202975557917109
"2866",2866,"Error correction",25,0.7495322784,6.87290597041116e+88,"Error correction",191,0.5,"Small",FALSE,-750,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.202975557917109
"2867",2867,"Low activity",23,0.618093213043478,38.2730434782609,"Low activity",191,0.46,"Small",FALSE,-750,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.202975557917109
"2868",2868,"Learning",0,NA,NA,"Learning",191,0,"Small",TRUE,-750,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,FALSE,941,0.202975557917109
"2869",2869,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",191,0,"Small",FALSE,-750,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.202975557917109
"2870",2870,"Other",0,NA,NA,"Other",191,0,"Small",FALSE,-750,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.202975557917109
"2871",2871,"Bet-hedged learning",2,0.559692815,2.80408816625e+40,"Bet-hedged learning",241,0.04,"Small",FALSE,-700,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.256110520722636
"2872",2872,"Error correction",20,0.753095136,1.75150123852554e+88,"Error correction",241,0.4,"Small",FALSE,-700,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.256110520722636
"2873",2873,"Learning",1,0.99450465,2.67685629092929e+58,"Learning",241,0.02,"Small",TRUE,-700,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,FALSE,941,0.256110520722636
"2874",2874,"Low activity",26,0.607806051538462,123.229615384615,"Low activity",241,0.52,"Small",FALSE,-700,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.256110520722636
"2875",2875,"Mixed bet hedging",1,0.8537062,3.83130241627127e+51,"Mixed bet hedging",241,0.02,"Small",FALSE,-700,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.256110520722636
"2876",2876,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",241,0,"Small",FALSE,-700,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.256110520722636
"2877",2877,"Other",0,NA,NA,"Other",241,0,"Small",FALSE,-700,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.256110520722636
"2878",2878,"Bet-hedged learning",1,0.79037265,3.9897462e+41,"Bet-hedged learning",291,0.02,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.309245483528162
"2879",2879,"Error correction",30,0.735969508666667,5.98157539369973e+88,"Error correction",291,0.6,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.309245483528162
"2880",2880,"Learning",3,0.994738473333333,3.6810951270287e+68,"Learning",291,0.06,"Small",TRUE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.309245483528162
"2881",2881,"Low activity",16,0.629699949375,74.108125,"Low activity",291,0.32,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.309245483528162
"2882",2882,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",291,0,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.309245483528162
"2883",2883,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",291,0,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.309245483528162
"2884",2884,"Other",0,NA,NA,"Other",291,0,"Small",FALSE,-650,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.309245483528162
"2885",2885,"Error correction",25,0.7534455652,1.83553718297929e+89,"Error correction",341,0.5,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.362380446333688
"2886",2886,"Learning",25,0.9926509216,1.39199572810786e+89,"Learning",341,0.5,"Small",TRUE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.362380446333688
"2887",2887,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.362380446333688
"2888",2888,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.362380446333688
"2889",2889,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.362380446333688
"2890",2890,"Other",0,NA,NA,"Other",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.362380446333688
"2891",2891,"Low activity",0,NA,NA,"Low activity",341,0,"Small",FALSE,-600,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.362380446333688
"2892",2892,"Error correction",19,0.790984269473684,1.01220105139422e+89,"Error correction",391,0.38,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.415515409139214
"2893",2893,"Learning",28,0.992250104285714,3.05565123154501e+89,"Learning",391,0.56,"Error correction",TRUE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.415515409139214
"2894",2894,"Mixed bet hedging",3,0.923221586666667,2.80835143429261e+64,"Mixed bet hedging",391,0.06,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.415515409139214
"2895",2895,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",391,0,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.415515409139214
"2896",2896,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",391,0,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.415515409139214
"2897",2897,"Other",0,NA,NA,"Other",391,0,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.415515409139214
"2898",2898,"Low activity",0,NA,NA,"Low activity",391,0,"Error correction",FALSE,-550,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.415515409139214
"2899",2899,"Error correction",19,0.805621550526316,1.71623970492754e+88,"Error correction",441,0.38,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.46865037194474
"2900",2900,"Learning",25,0.994035958,1.0598795260447e+89,"Learning",441,0.5,"Error correction",TRUE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.46865037194474
"2901",2901,"Mixed bet hedging",6,0.915985898333333,2.24779802906789e+64,"Mixed bet hedging",441,0.12,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.46865037194474
"2902",2902,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",441,0,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.46865037194474
"2903",2903,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",441,0,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.46865037194474
"2904",2904,"Other",0,NA,NA,"Other",441,0,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.46865037194474
"2905",2905,"Low activity",0,NA,NA,"Low activity",441,0,"Error correction",FALSE,-500,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.46865037194474
"2906",2906,"Error correction",18,0.814802718333333,2.72976015237075e+52,"Error correction",491,0.36,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.521785334750266
"2907",2907,"Learning",28,0.993671078214286,1.12709961328421e+89,"Learning",491,0.56,"Error correction",TRUE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.521785334750266
"2908",2908,"Mixed bet hedging",4,0.9119743875,3.0853200792039e+60,"Mixed bet hedging",491,0.08,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.521785334750266
"2909",2909,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",491,0,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.521785334750266
"2910",2910,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",491,0,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.521785334750266
"2911",2911,"Other",0,NA,NA,"Other",491,0,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.521785334750266
"2912",2912,"Low activity",0,NA,NA,"Low activity",491,0,"Error correction",FALSE,-450,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.521785334750266
"2913",2913,"Bet-hedged error correction",1,0.85669516,1.56928000000366e+55,"Bet-hedged error correction",541,0.02,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.574920297555792
"2914",2914,"Error correction",22,0.800033995,1.00944655986613e+89,"Error correction",541,0.44,"Error correction",FALSE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.574920297555792
"2915",2915,"Learning",25,0.9944438776,1.78759376052898e+89,"Learning",541,0.5,"Error correction",TRUE,-400,TRUE,331,"../../2023_05_24_02__seeds_2000_2499",2331,TRUE,941,0.574920297555792
