"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed"
"2028","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1967,0,"Error correction",FALSE,-200,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2029","Other",0,NA,NA,"Other",1967,0,"Error correction",FALSE,-200,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2030","Low activity",0,NA,NA,"Low activity",1967,0,"Error correction",FALSE,-200,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2031","Error correction",45,0.812450330222222,1.80907842708248e+89,"Error correction",2017,0.9,"Error correction",FALSE,-150,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2032","Learning",5,0.992889964,1.07485736516338e+84,"Learning",2017,0.1,"Error correction",TRUE,-150,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2033","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2017,0,"Error correction",FALSE,-150,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2034","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2017,0,"Error correction",FALSE,-150,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2035","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2017,0,"Error correction",FALSE,-150,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2036","Other",0,NA,NA,"Other",2017,0,"Error correction",FALSE,-150,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2037","Low activity",0,NA,NA,"Low activity",2017,0,"Error correction",FALSE,-150,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2038","Error correction",49,0.813338580612245,6.9103993508266e+88,"Error correction",2067,0.98,"Error correction",FALSE,-100,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2039","Learning",1,0.99542494,3.76732447898167e+76,"Learning",2067,0.02,"Error correction",TRUE,-100,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2040","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2067,0,"Error correction",FALSE,-100,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2041","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2067,0,"Error correction",FALSE,-100,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2042","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2067,0,"Error correction",FALSE,-100,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2043","Other",0,NA,NA,"Other",2067,0,"Error correction",FALSE,-100,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2044","Low activity",0,NA,NA,"Low activity",2067,0,"Error correction",FALSE,-100,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2045","Error correction",36,0.813488759166667,7.04916081831344e+88,"Error correction",2117,0.72,"Error correction",FALSE,-50,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2046","Learning",14,0.994113872857143,4.37094918052561e+87,"Learning",2117,0.28,"Error correction",TRUE,-50,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2047","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2117,0,"Error correction",FALSE,-50,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2048","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2117,0,"Error correction",FALSE,-50,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2049","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2117,0,"Error correction",FALSE,-50,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2050","Other",0,NA,NA,"Other",2117,0,"Error correction",FALSE,-50,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2051","Low activity",0,NA,NA,"Low activity",2117,0,"Error correction",FALSE,-50,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2052","Learning",50,0.9948550324,9.62292609181357e+87,"Learning",2167,1,"Learning",TRUE,0,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2053","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2167,0,"Learning",FALSE,0,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2054","Error correction",0,NA,NA,"Error correction",2167,0,"Learning",FALSE,0,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2055","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2167,0,"Learning",FALSE,0,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2056","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2167,0,"Learning",FALSE,0,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2057","Other",0,NA,NA,"Other",2167,0,"Learning",FALSE,0,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2058","Low activity",0,NA,NA,"Low activity",2167,0,"Learning",FALSE,0,TRUE,210,"../../2023_05_25_01__seeds_2000_2499",2710
"2059","Error correction",8,0.74936489375,2.78930490578885e+40,"Error correction",588,0.16,"Error correction",FALSE,-200,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2060","Learning",41,0.993987500243902,2.60215821210148e+62,"Learning",588,0.82,"Error correction",TRUE,-200,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2061","Mixed bet hedging",1,0.91322181,1.59982280106764e+60,"Mixed bet hedging",588,0.02,"Error correction",FALSE,-200,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2062","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",588,0,"Error correction",FALSE,-200,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2063","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",588,0,"Error correction",FALSE,-200,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2064","Other",0,NA,NA,"Other",588,0,"Error correction",FALSE,-200,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2065","Low activity",0,NA,NA,"Low activity",588,0,"Error correction",FALSE,-200,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2066","Error correction",8,0.7499058225,5.27053587696151e+47,"Error correction",638,0.16,"Error correction",FALSE,-150,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2067","Learning",42,0.994648605952381,2.73196946418498e+87,"Learning",638,0.84,"Error correction",TRUE,-150,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2068","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",638,0,"Error correction",FALSE,-150,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2069","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",638,0,"Error correction",FALSE,-150,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2070","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",638,0,"Error correction",FALSE,-150,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2071","Other",0,NA,NA,"Other",638,0,"Error correction",FALSE,-150,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2072","Low activity",0,NA,NA,"Low activity",638,0,"Error correction",FALSE,-150,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2073","Error correction",7,0.748697985714286,1.12370098468517e+37,"Error correction",688,0.14,"Error correction",FALSE,-100,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2074","Learning",43,0.99449681,3.52500207522513e+69,"Learning",688,0.86,"Error correction",TRUE,-100,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2075","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",688,0,"Error correction",FALSE,-100,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2076","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",688,0,"Error correction",FALSE,-100,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2077","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",688,0,"Error correction",FALSE,-100,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2078","Other",0,NA,NA,"Other",688,0,"Error correction",FALSE,-100,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2079","Low activity",0,NA,NA,"Low activity",688,0,"Error correction",FALSE,-100,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2080","Error correction",6,0.749331648333333,1.94866666887982e+46,"Error correction",738,0.12,"Error correction",FALSE,-50,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2081","Learning",44,0.994590855227273,4.08863320429253e+70,"Learning",738,0.88,"Error correction",TRUE,-50,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2082","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",738,0,"Error correction",FALSE,-50,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2083","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",738,0,"Error correction",FALSE,-50,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2084","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",738,0,"Error correction",FALSE,-50,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2085","Other",0,NA,NA,"Other",738,0,"Error correction",FALSE,-50,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2086","Low activity",0,NA,NA,"Low activity",738,0,"Error correction",FALSE,-50,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2087","Learning",50,0.9943321756,2.82891291988554e+69,"Learning",788,1,"Learning",TRUE,0,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2088","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",788,0,"Learning",FALSE,0,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2089","Error correction",0,NA,NA,"Error correction",788,0,"Learning",FALSE,0,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2090","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",788,0,"Learning",FALSE,0,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2091","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",788,0,"Learning",FALSE,0,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2092","Other",0,NA,NA,"Other",788,0,"Learning",FALSE,0,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2093","Low activity",0,NA,NA,"Low activity",788,0,"Learning",FALSE,0,TRUE,409,"../../2023_05_25_01__seeds_2000_2499",2909
"2094","Error correction",22,0.850024445909091,4.58736267144629e+89,"Error correction",2338,0.44,"Error correction",FALSE,-200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2095","Learning",28,0.993898235,3.3483800248591e+89,"Learning",2338,0.56,"Error correction",TRUE,-200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2096","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2338,0,"Error correction",FALSE,-200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2097","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2338,0,"Error correction",FALSE,-200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2098","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2338,0,"Error correction",FALSE,-200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2099","Other",0,NA,NA,"Other",2338,0,"Error correction",FALSE,-200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2100","Low activity",0,NA,NA,"Low activity",2338,0,"Error correction",FALSE,-200,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2101","Error correction",30,0.851122884666667,4.32945292880215e+89,"Error correction",2388,0.6,"Error correction",FALSE,-150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2102","Learning",20,0.9942530045,2.14749422837192e+89,"Learning",2388,0.4,"Error correction",TRUE,-150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2103","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2388,0,"Error correction",FALSE,-150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2104","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2388,0,"Error correction",FALSE,-150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2105","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2388,0,"Error correction",FALSE,-150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2106","Other",0,NA,NA,"Other",2388,0,"Error correction",FALSE,-150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2107","Low activity",0,NA,NA,"Low activity",2388,0,"Error correction",FALSE,-150,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2108","Bet-hedged learning",1,0.99082703,1.91498669006708e+90,"Bet-hedged learning",2438,0.02,"Error correction",FALSE,-100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2109","Error correction",35,0.851771336857143,5.85959549978293e+89,"Error correction",2438,0.7,"Error correction",FALSE,-100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2110","Learning",13,0.995623873846154,1.71492224600073e+89,"Learning",2438,0.26,"Error correction",TRUE,-100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2111","Mixed bet hedging",1,0.88451103,3.29116395271294e+61,"Mixed bet hedging",2438,0.02,"Error correction",FALSE,-100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2112","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2438,0,"Error correction",FALSE,-100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2113","Other",0,NA,NA,"Other",2438,0,"Error correction",FALSE,-100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2114","Low activity",0,NA,NA,"Low activity",2438,0,"Error correction",FALSE,-100,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2115","Bet-hedged error correction",1,0.85026222,1.49037810251194e+90,"Bet-hedged error correction",2488,0.02,"Error correction",FALSE,-50,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2116","Error correction",23,0.852571176521739,5.08946328832305e+89,"Error correction",2488,0.46,"Error correction",FALSE,-50,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2117","Learning",24,0.994600670416667,3.62135814046308e+89,"Learning",2488,0.48,"Error correction",TRUE,-50,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2118","Mixed bet hedging",2,0.92130349,9.268532e+89,"Mixed bet hedging",2488,0.04,"Error correction",FALSE,-50,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2119","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2488,0,"Error correction",FALSE,-50,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2120","Other",0,NA,NA,"Other",2488,0,"Error correction",FALSE,-50,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2121","Low activity",0,NA,NA,"Low activity",2488,0,"Error correction",FALSE,-50,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2122","Learning",50,0.994248302,2.55784677797293e+89,"Learning",2538,1,"Learning",TRUE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2123","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2124","Error correction",0,NA,NA,"Error correction",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2125","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2126","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2127","Other",0,NA,NA,"Other",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2128","Low activity",0,NA,NA,"Low activity",2538,0,"Learning",FALSE,0,TRUE,108,"../../2023_05_26_01__seeds_2500_2999",3108
"2129","Bet-hedged error correction",8,0.7557013860375,6.1384688245219e+37,"Bet-hedged error correction",513,0.16,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2130","Bet-hedged learning",2,0.77864506325,3.30644213431683e+37,"Bet-hedged learning",513,0.04,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2131","Error correction",23,0.805483652173913,9.21838566337364e+86,"Error correction",513,0.46,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2132","Learning",14,0.991240343571429,3.14124958033255e+56,"Learning",513,0.28,"Error correction",TRUE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2133","Mixed bet hedging",3,0.869960515333333,1.61889000037693e+81,"Mixed bet hedging",513,0.06,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2134","Other",0,NA,NA,"Other",513,0,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2135","Low activity",0,NA,NA,"Low activity",513,0,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2136","Bet-hedged error correction",9,0.748668852933333,4.87041519513327e+65,"Bet-hedged error correction",563,0.18,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2137","Bet-hedged learning",3,0.874454303333333,2.92025733468633e+36,"Bet-hedged learning",563,0.06,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2138","Error correction",24,0.826533387083333,1.97648851285558e+77,"Error correction",563,0.48,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2139","Learning",12,0.991149975,3.57499517474448e+65,"Learning",563,0.24,"Bet-hedged error correction",TRUE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2140","Mixed bet hedging",2,0.906858965,1.50836428320559e+49,"Mixed bet hedging",563,0.04,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2141","Other",0,NA,NA,"Other",563,0,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2142","Low activity",0,NA,NA,"Low activity",563,0,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2143","Bet-hedged error correction",2,0.751008246925743,1.77477249772495e+47,"Bet-hedged error correction",613,0.04,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2144","Bet-hedged learning",3,0.870112807666667,9.9585237709835e+34,"Bet-hedged learning",613,0.06,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2145","Error correction",17,0.82515765,4.09743038765603e+74,"Error correction",613,0.34,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2146","Learning",22,0.990045535909091,1.39180704186333e+88,"Learning",613,0.44,"Bet-hedged error correction",TRUE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2147","Mixed bet hedging",6,0.8454680608,1.79755274672448e+65,"Mixed bet hedging",613,0.12,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2148","Other",0,NA,NA,"Other",613,0,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2149","Low activity",0,NA,NA,"Low activity",613,0,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2150","Bet-hedged learning",2,0.816179913,2.27843641805165e+33,"Bet-hedged learning",663,0.04,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2151","Error correction",1,0.85188615,1.66178493426669e+27,"Error correction",663,0.02,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2152","Learning",44,0.989620005909091,1.03616494584505e+71,"Learning",663,0.88,"Bet-hedged error correction",TRUE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2153","Mixed bet hedging",3,0.879176123833333,3.45858435571767e+77,"Mixed bet hedging",663,0.06,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2154","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",663,0,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2155","Other",0,NA,NA,"Other",663,0,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2156","Low activity",0,NA,NA,"Low activity",663,0,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2157","Bet-hedged error correction",1,0.844923821782178,3.27909777550637e+63,"Bet-hedged error correction",713,0.02,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2158","Error correction",1,0.85826118,8.10132127469376e+70,"Error correction",713,0.02,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2159","Learning",48,0.989835697291667,6.79013414277919e+87,"Learning",713,0.96,"Learning",TRUE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2160","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",713,0,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2161","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",713,0,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2162","Other",0,NA,NA,"Other",713,0,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2163","Low activity",0,NA,NA,"Low activity",713,0,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183
"2164","Bet-hedged learning",1,0.99174913,3.715309705103e+43,"Bet-hedged learning",1610,0.02,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2165","Error correction",41,0.746438080243902,8.15976703521952e+31,"Error correction",1610,0.82,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2166","Learning",7,0.99067659,1.70447907256715e+51,"Learning",1610,0.14,"Error correction",TRUE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2167","Mixed bet hedging",1,0.91424644,1.21504713667448e+35,"Mixed bet hedging",1610,0.02,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2168","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1610,0,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2169","Other",0,NA,NA,"Other",1610,0,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2170","Low activity",0,NA,NA,"Low activity",1610,0,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2171","Bet-hedged learning",3,0.99083271,7.12919935202134e+45,"Bet-hedged learning",1660,0.06,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2172","Error correction",41,0.748752063658537,1.65149961956376e+34,"Error correction",1660,0.82,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2173","Learning",6,0.990872483333333,2.34210986024202e+50,"Learning",1660,0.12,"Error correction",TRUE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2174","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1660,0,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2175","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1660,0,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2176","Other",0,NA,NA,"Other",1660,0,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2177","Low activity",0,NA,NA,"Low activity",1660,0,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2178","Learning",50,0.9901478672,1.3605735069468e+48,"Learning",1710,1,"Error correction",TRUE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2179","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2180","Error correction",0,NA,NA,"Error correction",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2181","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2182","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2183","Other",0,NA,NA,"Other",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2184","Low activity",0,NA,NA,"Low activity",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2185","Learning",48,0.990234559583333,6.204413552154e+49,"Learning",1760,0.96,"Mixed bet hedging",TRUE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2186","Mixed bet hedging",2,0.89270588,4.43780684607248e+32,"Mixed bet hedging",1760,0.04,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2187","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2188","Error correction",0,NA,NA,"Error correction",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2189","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2190","Other",0,NA,NA,"Other",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2191","Low activity",0,NA,NA,"Low activity",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2192","Bet-hedged learning",1,0.97146137,5.26580698392648e+63,"Bet-hedged learning",1810,0.02,"Learning",FALSE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2193","Learning",49,0.990584485510204,2.31252765904389e+70,"Learning",1810,0.98,"Learning",TRUE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
"2194","Error correction",0,NA,NA,"Error correction",1810,0,"Learning",FALSE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206
