trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3
69,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",150,0.993377,44,151,1,150,1,1,0,1,1,56,56,50,49,45,45
70,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",150,0.993377,44,151,1,150,1,1,0,1,1,48,48,49,48,54,54
71,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",151,0.993421,44,152,1,151,1,1,0,1,1,50,50,58,57,44,44
72,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",149,0.993333,44,150,1,149,1,1,0,1,1,51,51,50,49,49,49
73,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",145,0.993151,44,146,1,145,1,1,0,1,1,42,42,45,44,59,59
74,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",155,0.99359,44,156,1,155,1,1,0,1,1,53,53,55,54,48,48
75,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",155,0.99359,44,156,1,155,1,1,0,1,1,54,54,53,52,49,49
76,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",143,0.993056,44,144,1,143,1,1,0,1,1,40,40,50,49,54,54
77,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",159,0.99375,44,160,1,159,1,1,0,1,1,62,62,55,54,43,43
78,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",153,0.993506,44,154,1,153,1,1,0,1,1,44,44,57,56,53,53
79,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",147,0.993243,44,148,1,147,1,1,0,1,1,45,45,39,38,64,64
80,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",149,0.993333,44,150,1,149,1,1,0,1,1,46,46,60,59,44,44
81,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",149,0.993333,44,150,1,149,1,1,0,1,1,52,52,44,43,54,54
82,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",149,0.993333,44,150,1,149,1,1,0,1,1,55,55,42,41,53,53
83,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",153,0.993506,44,154,1,153,1,1,0,1,1,54,54,52,51,48,48
84,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",160,0.993789,44,161,1,160,1,1,0,1,1,48,48,70,69,43,43
85,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",143,0.993056,44,144,1,143,1,1,0,1,1,45,45,42,41,57,57
86,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",152,0.993464,44,153,1,152,1,1,0,1,1,55,55,50,49,48,48
87,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",154,0.993548,44,155,1,154,1,1,0,1,1,58,58,51,50,46,46
88,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",147,0.993243,44,148,1,147,1,1,0,1,1,44,44,46,45,58,58
89,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",148,0.993289,44,149,1,148,1,1,0,1,1,43,43,56,55,50,50
90,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",149,0.993333,44,150,1,149,1,1,0,1,1,45,45,58,57,47,47
91,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",152,0.993464,44,153,1,152,1,1,0,1,1,49,49,55,54,49,49
92,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",147,0.993243,44,148,1,147,1,1,0,1,1,46,46,49,48,53,53
93,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",152,0.993464,44,153,1,152,1,1,0,1,1,54,54,46,45,53,53
94,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",147,0.993243,44,148,1,147,1,1,0,1,1,48,48,52,51,48,48
95,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",154,0.993548,44,155,1,154,1,1,0,1,1,57,57,45,44,53,53
96,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",147,0.993243,44,148,1,147,1,1,0,1,1,43,43,54,53,51,51
97,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",149,0.993333,44,150,1,149,1,1,0,1,1,43,43,54,53,53,53
98,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",153,0.993506,44,154,1,153,1,1,0,1,1,53,53,61,60,40,40
99,"[44]tEGcvHhGobeJoqHnaKHoIqaHaLCFeguJwLDapuqpnIKK",160,0.993789,44,161,1,160,1,1,0,1,1,51,51,65,64,45,45
