genome,merit,merit_given,gen,not,nand,and,ornot,andnot,or,nor,xor,equ, seed
"[55]rzsvktzsouvfivmfzsgqtloyyeqnhphnmglqffpgeqltttydvsdtvab",1.67772e+07,1.67772e+07,16500,0,1,1,1,1,1,1,1,1, 26
"[48]rwwzpzrvnqufptttqsttodqupewpqhtttgqyvsttvtndsueb",8192,8192.56,28964,1,0,0,1,1,1,1,0,0, 27
"[43]rzkvjxqjnodponnqlpwpwgmqqkfoweutttympsttvab",2048,1024.56,41350,1,1,0,1,0,1,1,0,0, 28
"[446]rushowvcflymquyqxipoagdtqpfloqdhtrqtfortywdyvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaawaaaaazaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaawaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaanaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",3.35544e+07,3.35544e+07,4174,1,1,1,1,1,1,1,1,1, 29
"[45]srupsqqpwqbpqpzlncpvmlqmohpwqrjqdutttylmyvqab",16384,16384.6,33570,1,1,0,1,1,1,1,0,0, 3
"[45]ruqjvwyoqjplpmqzqdgfqgtpyqjopqxfquttttyhrtnob",2048,1024.58,38766,1,1,0,1,1,0,1,0,0, 30
"[53]rukpdvqttqokxtgttizyqpqtbpqipenlqwinipnlqpteftrygsveb",65536,65536.8,14247,1,1,1,1,1,1,1,0,0, 31
"[46]rdjzefvcnuipgfqhfipotpoghtlyrvnqtfpqctydstvijb",3.35544e+07,3.35544e+07,15822,1,1,1,1,1,1,1,1,1, 32
"[106]rujajffiqymuqpqiqpontlfpnqxefoqwvepikbzmhmprtqmbxrrpjcquvlorsxsqupnhmtoqcpsnqljpfqsqnxntqtnlqmuttttyjmsvab",2.09715e+06,2.09715e+06,16279,1,1,1,1,1,1,1,0,1, 33
"[110]rzhvufpqjqzoyzstjeozdfzwbiitnwbjnpeidcdinghtqtyfsttostttttrvjhsxqrwztbscntkmbrrjklkynpxxumivsxdrrcalfpddfpvxsb",32768,32768.6,12929,1,0,1,1,1,1,1,0,0, 34
"[49]xrzuqpmqpqgvpcqpwqeppliqlifoqpqplnquttttyvsstvwab",16384,16384.7,35193,1,1,0,1,1,1,1,0,0, 35
"[50]rauqvtaqygkkxqnttteywljqkltdiqieptpnstqftyuystycab",4096,4096.76,20380,1,1,1,1,1,1,0,0,0, 36
"[40]nrufpvxgogqpnflgpnquspwqgppquttttymeyvab",1024,1024.62,29910,1,0,0,1,0,1,1,0,0, 37
"[45]ruvyacfrfutdphqtpyfpgtgfwptqqpwqyquqttykwsvab",3.35544e+07,3.35544e+07,18806,1,1,1,1,1,1,1,1,1, 38
"[52]rhnznvuqppqsiepgofkgqyptnlqrpypqqevlzfnqkutyxysttvab",65536,65536.7,24199,1,1,1,1,1,1,1,0,0, 39
"[55]orzfvudipkqpqvpniwpehpftgijpqptqtplnypqvqoqtsttywsstvab",2.09715e+06,2.09715e+06,26306,1,1,1,1,1,1,1,0,1, 4
"[45]rzsvwvelmqrosqxpdnpnqsqppqpnlqactttttyxgsvfab",16384,4096.58,39030,0,0,1,1,1,1,1,0,0, 40
"[44]ruvytycrpqekpqtppqnpfmmnyfoqppmsquttttymyvab",1024,1024.64,31459,1,0,0,1,0,1,1,0,0, 41
"[108]qbqqbayuffywnbmpgytlpgyotiqfpwqqdspnlkqvrkbcpxkwjfijjnruqqzvqtppgpqmgqzpkpzpoysnijfptqqylfnlhqqvutttywnzvmab",3.35544e+07,3.35544e+07,26150,1,1,1,1,1,1,1,1,1, 42
"[55]ruvklhxmwvcajnqqwnwowmwmbuttqgtoitdqqnpztnqltttyflstvab",2048,2048.72,18557,1,1,0,1,1,0,1,0,0, 43
"[51]rzipwgvxwnsbrctbfqyoqrpxpopqfpqpqpnqklqbtttykwstvab",16384,8192.64,31659,1,1,0,1,1,1,1,0,0, 44
"[39]ruwmlvhhperxgnqrznpzqtplnpeqwqfttyosvsb",65536,65536.6,18913,1,1,1,1,1,1,1,0,0, 45
"[53]rzrqpvxexweyilhkgsqspwgigtqppqtpfnlqwttqtttytqsfttyaj",65536,65536.7,27745,1,1,1,1,1,1,1,0,0, 46
"[54]ruvgrgutgyirogzqdpgtgoqtpypqyiwmffoiqnxqypqmttymhstvab",65536,65536.7,11164,1,1,1,1,1,1,1,0,0, 47
"[101]uqsqywnosqwppgqfnpqdqppnyvxrlqpgqvnjnzetcgfcvlqtesukmvdwukaqqqerntynuwpqepnlnpsqfpqpeqqsutttttyystvmb",2.09715e+06,2.09715e+06,19068,1,1,1,1,1,1,1,0,1, 48
"[51]ruidlqrqjmdpnvpwydvfzjmrinvegwqpippfmekptttygustvab",8192,1024.68,13164,1,0,0,1,1,1,1,0,0, 49
"[51]rwmmqonpvqtpeinzoztiqpvppgqpoqpqfqydylputttyrbstvab",16384,16384.7,32692,1,1,0,1,1,1,1,0,0, 5
"[53]rqhnpqzqhpdzuqpplqnvvyttolquppnipdqwqqrutymostttvmiab",16384,16384.6,32517,1,1,0,1,1,1,1,0,0, 50
"[54]reuhnqviovqgnropimngggydpqykuzaupjlnfqgdqttttymustvjab",16384,16384.8,18906,1,1,0,1,1,1,1,0,0, 51
"[48]rukvfokqkknqccluyjfbpdqktguooioqdpbqmttyvysttvab",65536,65536.7,8166,1,1,1,1,1,1,1,0,0, 52
"[44]rupkqpqopmprvfpqiqfpqgsupsgyuttttyyczviezyab",2048,2048.58,30865,1,1,0,1,0,1,1,0,0, 53
"[41]ruvhetuqdxtinqtqtppdqpotiqfptytgdtgtlvoab",3.35544e+07,8.38861e+06,21747,1,1,1,1,1,1,1,1,1, 54
"[53]roqqpfziqpulnvioqnitppqfpslnqspnqplqepiqutytusttvfhab",65536,65536.7,31433,1,1,1,1,1,1,1,0,0, 55
"[47]rokzpvqgydcxpinlqupmpkgwqkfpqplnqmqdtttyystvqtb",16384,8192.6,36082,1,1,0,1,1,1,1,0,0, 56
"[49]ruptqpvqqpxqopgqppjfrqpenflnlilpqqnqzttttyvtstvab",262144,32768.7,34168,1,0,0,1,1,1,1,0,1, 57
"[41]rzzevuoxqttttmvpzpqpdpqpffpqgguttypfstvab",16384,16384.6,24263,1,1,0,1,1,1,1,0,0, 58
"[52]rupkvqcpqmpqxfypenllqsjikhnzofqrgphnquqluttteyqizvab",8192,8192.68,28681,1,1,1,1,1,0,1,0,0, 59
"[106]rzrphvqsoqpppfqpndqomqqlpnxlqqjqnujttyyssvtvutccvtsabrzrphvqsoqpppfqpndqomqqlpnxlqqjqnujttyyssvtvutccvtsab",4096,4096,33472,1,1,1,1,1,1,0,0,0, 6
"[138]ruqgvnmcsmrjjouujcsupilfcpgvquccqpinaeyqdyftyzisttvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaadaaaaaaaaaaaaaaa",3.35544e+07,65537.6,768,1,1,1,1,1,1,1,1,1, 60
"[51]ruvoozcumoqctogiqdhfnptqhqpjlnoqvpjqsppqtttywusvxab",8.38861e+06,524289,10621,1,1,0,1,1,1,1,1,1, 61
"[849]ruxnlqqjppfqhpivclnqfpsdqpnqhgbphgdgcquttyjiyvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaakaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaavaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaawaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaacaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaavaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",32768,32773.5,959,1,1,0,1,1,0,1,1,0, 62
"[49]ruqkiyqppqplytwqvyvxcngqpcfunqpnlqyeettttyiistvab",8192,1024.68,35264,0,1,0,1,1,1,1,0,0, 63
"[51]jwrziqmopqxpsykcsnemolqvqppqsqoqpdpqztttysstttvpylb",16384,8192.64,34818,1,1,0,1,1,1,1,0,0, 64
"[47]runkeqvxfoxqqqipuithqfqytplnbpugitjqypxypgstvab",3.35544e+07,3.35544e+07,19328,1,1,1,1,1,1,1,1,1, 65
"[45]ruvqifqqzprprgmyxyiqxycwgfjppqlsoqutthytkziab",8192,4096.54,29512,1,1,1,1,1,0,1,0,0, 66
"[53]rxznvpjqczioqupidtnupqmlttqclqkppqplkneqtpqtyshsttvab",16384,16384.7,25693,1,1,0,1,1,1,1,0,0, 67
"[44]ruvjzonyodzsqopwgrfkqrtttpfnlgpqftqqypwstvab",65536,65536.6,22870,1,1,1,1,1,1,1,0,0, 68
"[42]ruqnavqupieyejprqqfpepqwgtoqfveptbtyvvsvab",3.35544e+07,3.35544e+07,16055,1,1,1,1,1,1,1,1,1, 69
"[47]rolosnvzgqqofyisqppplzqpnqkgnpqiemqpwuttynstvdb",16384,2048.68,22989,1,1,0,1,1,1,1,0,0, 7
"[54]rusvupgqrpfiqpnpoghgpqfnliotqtfooiqtoqiqetttykssfttvab",3.35544e+07,3.35544e+07,16682,1,1,1,1,1,1,1,1,1, 70
"[99]rzeqvjhnqpqppqlnlplpqqpqpqnpiqqnlqsqjtttyqstttvpegljtugdweecyjzrraxngdlmdsffedtrhpclwhedzqisimjisyb",65536,16384.7,31656,1,1,1,1,1,1,1,0,0, 71
"[99]brorrqepwzrqppgpmvgqfqfqmpzflnjqfpxgwrptvgaweesilzrlpkpyuezzthuxflzlrlyqqpprflnqjqnlvqutttyqstttdpb",8.38861e+06,4.1943e+06,19922,1,1,0,1,1,1,1,1,1, 72
"[106]numwvyrtpnpsqfzpfydcqkppptgfyrlmwiqqerfoqtptyxvsttvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",2048,2049.2,11029,1,1,0,1,0,1,1,0,0, 73
"[51]ruxnlcvjyfyedbqbumgmdqdpmteaqpplqfwphqpittlyyzstveb",2.09715e+06,2.09715e+06,12244,1,1,1,1,1,1,1,0,1, 74
"[48]rzvkkkkqjvzkpomlnqbpiglnqfpqdeplnnqqlttyestttvmb",8.38861e+06,8.38861e+06,22802,1,1,0,1,1,1,1,1,1, 75
"[45]rzhvuqpznlqpjguqaogqygbqpplqfpnltttttyqsnvucb",8.38861e+06,8.38861e+06,19278,1,1,0,1,1,1,1,1,1, 76
"[48]hlrzeqljupdptqppqyhhpqtoqvpqpenlqpkqztttyrsttvjb",65536,16384.7,36069,1,1,1,1,1,1,1,0,0, 77
"[52]razklvqxnqpqppytkopogyiwlipgpqfnlqdfhqqqlttttyzssyab",3.35544e+07,3.35544e+07,20351,1,1,1,1,1,1,1,1,1, 78
"[55]puprvpqkpqwpiqfppqzhoeykqiprqyqqmplnleqdzvtyjwstvabaaaa",65536,16384.7,14812,1,1,1,1,1,1,1,0,0, 79
"[48]rzqvoqtqhpqfipqplqmohqqfntqgpihpoqgitoftylmslyab",1.67772e+07,1.67772e+07,24139,1,0,1,1,1,1,1,1,1, 8
"[49]rzyvwuntqxporqppqpqhqpqvuintttleqptyfxstverowmaab",16384,16384.6,24314,1,1,0,1,1,1,1,0,0, 80
"[39]rujqvpmqpqplqrpcnqqqlnpqpnqfutttyfstvxb",2048,2048.58,41829,1,1,0,1,1,0,1,0,0, 81
"[48]jrzuvyfotxuqwisndutoqjqmupopqpntqttttttyhcsvdgab",2048,2048.64,23365,1,1,0,1,1,0,1,0,0, 82
"[1330]aukavrupqxfkptpiyepgpwlnbaqmiymbdqerteetyqusvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaraaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaavaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaagaaaaaaaaaaaqaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaaaaaaaaaaaaaaaaaaaaaaaqaaaaaaaaamaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaxaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaxaaaaaaaaaaaaaaaaaaaaaakaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaanaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaawaaaaaaaaaaaaaaaaaaaaaaayaaaaaaaaavaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",3.35544e+07,3.35544e+07,2098,1,1,1,1,1,1,1,1,1, 83
"[44]rudvhquqqtplqfquppqhptpdteysftppnigsgyifsvab",3.35544e+07,3.35544e+07,14476,1,1,1,1,1,1,1,1,1, 84
"[53]ruvneelqslcjdqnkazemojplxnttqxzalnuqppryoiptygdsttvab",65536,65536.7,16615,1,1,1,1,1,1,1,0,0, 85
"[52]rouznqewrisimyswbvoeqbpenlqdspplqoqyphqzuttttaeyzvab",65536,16384.6,28946,1,1,1,1,1,1,1,0,0, 86
"[42]ruyzkflqvnmpqzpqpiqyipqpgoqfqqttyzsstttvab",2048,1024.56,40627,1,1,0,1,0,1,1,0,0, 87
"[163]xulpvecduqfrormrfghqjrydtorylbqpinqqqpylnywuttyfasvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",8192,8194.22,8004,1,1,1,1,1,0,1,0,0, 88
"[62]zuqvjqpwpqpqnpepzrqsttgtgnfnpvqfoqpqfquttyhssvabataaaaaaaaaaaa",16384,16385.2,11974,1,1,0,1,1,1,1,0,0, 89
"[52]ruvqnjpiqppjqdqwqpglvnhpqtyjqoqpoqruttywxstttvlhouab",16384,16384.6,33822,1,1,0,1,1,1,1,0,0, 9
"[93]lurmvipuqipgogzuppnleepdqiqmyzftttyzqstttvlabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaaa",65536,65536.7,27757,1,1,1,1,1,1,1,0,0, 90
