"","trial_number","genome","merit","genome_length","merit.1","merit_given","not","nand","and","ornot","andnot","or","nor","xor","equ","did_repro","seed"
"31",31,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"32",32,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"33",33,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"34",34,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"35",35,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"36",36,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"37",37,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"38",38,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"39",39,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"40",40,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"41",41,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"42",42,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"43",43,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"44",44,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"45",45,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"46",46,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"47",47,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",4,52,4,1,0,0,1,0,0,0,0,0,0,0,1
"48",48,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"49",49,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"50",50,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"51",51,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"52",52,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"53",53,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"54",54,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"55",55,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"56",56,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"57",57,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"58",58,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"59",59,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"60",60,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"61",61,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"62",62,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"63",63,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"64",64,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"65",65,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"66",66,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"67",67,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"68",68,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"69",69,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"70",70,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"71",71,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"72",72,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"73",73,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"74",74,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"75",75,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"76",76,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"78",78,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"79",79,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"80",80,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"81",81,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"82",82,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"83",83,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"84",84,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"85",85,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"86",86,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"87",87,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"88",88,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"89",89,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"90",90,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"91",91,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"92",92,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"93",93,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"94",94,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"95",95,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"96",96,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"97",97,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"98",98,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"99",99,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"100",100,"[52]ruplixqpxqpyzvpvyzrgkqspqvovqmxplnlqbfpquttttyfjyvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,1
"101",1,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"102",2,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"103",3,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"104",4,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"105",5,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"106",6,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"107",7,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"108",8,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"109",9,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"110",10,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"111",11,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"112",12,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"113",13,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"114",14,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"115",15,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"116",16,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"117",17,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"118",18,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"119",19,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"120",20,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"121",21,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"122",22,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"123",23,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"124",24,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"125",25,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"126",26,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"127",27,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"128",28,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"129",29,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"130",30,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"131",31,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"132",32,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"133",33,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"134",34,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"135",35,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"136",36,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"137",37,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"138",38,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"139",39,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"140",40,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"141",41,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"142",42,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"143",43,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"144",44,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"145",45,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"146",46,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"147",47,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"148",48,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"149",49,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"150",50,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"151",51,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"152",52,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"153",53,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"154",54,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"155",55,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"156",56,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"157",57,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"158",58,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"159",59,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"160",60,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"161",61,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"162",62,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"163",63,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"164",64,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"165",65,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"166",66,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
"167",67,"[52]ruhvuykptiqqyltdkzjkrkfyoluohcxhovvrxpcpqtyucstttvab",1,52,1,1,0,0,0,0,0,0,0,0,0,0,2
