"","id","ancestor_list","origin_time","destruction_time","num_orgs","tot_orgs","num_offspring","total_offspring","depth","taxon_info","genome","genome_length"
"1539",4833662,"4833659",249183,Inf,1,5,3,38,2247,"[122]plmlEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSDLDHbtmtlexqazcOvElGGIQpKQHpkHOuxdtOqnGwgExjwxqgQHLMROfqPerLDzqrKD","plmlEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSDLDHbtmtlexqazcOvElGGIQpKQHpkHOuxdtOqnGwgExjwxqgQHLMROfqPerLDzqrKD","122"
"3203",4833659,"4833636",249183,249191,0,3,2,52,2246,"[122]plmlEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSDLDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjwxqgQHLMROfqPerLDzqrKD","plmlEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSDLDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjwxqgQHLMROfqPerLDzqrKD","122"
"5303",4833636,"4832610",249182,249186,0,1,1,52,2245,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjwxqgQHLMROfqPerLDzqrKD","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjwxqgQHLMROfqPerLDzqrKD","122"
"8199",4832610,"4825932",249123,249866,0,3,1,52,2244,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjwjqgQHLMROfqPerLDzqrKD","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjwjqgQHLMROfqPerLDzqrKD","122"
"3288",4825932,"4825921",248734,249773,0,30,3,55,2243,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjijqgQHLMROfqPerLDzqrKD","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjijqgQHLMROfqPerLDzqrKD","122"
"1902",4825921,"4809158",248733,Inf,1,10,1,55,2242,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjvjqgQHLMROfqPerLDzqrKD","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkadSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjvjqgQHLMROfqPerLDzqrKD","122"
"3507",4809158,"4809157",247769,248734,0,6,1,56,2241,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjvjqgQHLMROfqPerLDzqrKD","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgExjvjqgQHLMROfqPerLDzqrKD","122"
"3801",4809157,"4808811",247769,248171,0,3,1,56,2240,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgpxjvjqgQHLMROfqPerLDzqrKD","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGGIQpKQHpkHOuxdtOqnGwgpxjvjqgQHLMROfqPerLDzqrKD","122"
"9326",4808811,"4808808",247749,248100,0,7,1,56,2239,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGGIQBKQHpkHOuxdtOqnGwgpxjvjqgQHLMROfqPerLDzqrKD","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGGIQBKQHpkHOuxdtOqnGwgpxjvjqgQHLMROfqPerLDzqrKD","122"
"3802",4808808,"4808804",247749,248170,0,9,1,56,2238,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGGIQBKQHpkHOuxdtOqnGwgpxjvjqgQHLMROfqPerLDzqrKn","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGGIQBKQHpkHOuxdtOqnGwgpxjvjqgQHLMROfqPerLDzqrKn","122"
"9796",4808804,"4808762",247749,247751,0,4,1,56,2237,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjvjqgQHLMROfqPerLDzqrKn","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjvjqgQHLMROfqPerLDzqrKn","122"
"4765",4808762,"4808712",247746,248190,0,12,3,242,2236,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjvjqgQHLMROfqPerLDNqrKn","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHkapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjvjqgQHLMROfqPerLDNqrKn","122"
"4000",4808712,"4797298",247744,247753,0,2,1,242,2235,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHuapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjvjqgQHLMROfqPerLDNqrKn","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqkrQvLHuapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjvjqgQHLMROfqPerLDNqrKn","122"
"4065",4797298,"4796234",247089,247749,0,2,1,242,2234,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjAjqgQHLMROfqPerLDNqrKn","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjAjqgQHLMROfqPerLDNqrKn","122"
"4003",4796234,"4796153",247028,247748,0,6,1,242,2233,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjAjqgQHLMROFqPerLDNqrKn","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjAjqgQHLMROFqPerLDNqrKn","122"
"4266",4796153,"4795850",247023,247089,0,2,1,242,2232,"[122]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjAjqgQHLMROFqPerNDNqrKn","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHbtmtlexqazcOvEwGpIQBKQHpkHAuxdtOqnGwgpxjAjqgQHLMROFqPerNDNqrKn","122"
"5651",4795850,"4795835",247006,247349,0,23,1,242,2231,"[121]plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazcOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjqgQHLMROFqPerNDNqrKn","plmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazcOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjqgQHLMROFqPerNDNqrKn","121"
"4284",4795835,"4794473",247006,247007,0,2,1,242,2230,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazcOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjqgQHLMROFqPerNDNqrKn","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazcOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjqgQHLMROFqPerNDNqrKn","121"
"9845",4794473,"4790527",246923,247019,0,7,1,242,2229,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazcOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjkgQHLMROFqPerNDNqrKn","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazcOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjkgQHLMROFqPerNDNqrKn","121"
"4167",4790527,"4790513",246692,247339,0,7,1,242,2228,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazcOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjkgQHLMROFqPerNDNqrKI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazcOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjkgQHLMROFqPerNDNqrKI","121"
"4362",4790513,"4790407",246691,246760,0,6,1,242,2227,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjkgQHLMROFqPerNDNqrKI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtOqnGwgpxjAjkgQHLMROFqPerNDNqrKI","121"
"5312",4790407,"4789840",246685,246725,0,6,2,244,2226,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtOqnGPgpxjAjkgQHLMROFqPerNDNqrKI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtOqnGPgpxjAjkgQHLMROFqPerNDNqrKI","121"
"5210",4789840,"4789838",246651,246725,0,7,1,244,2225,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkgQHLMROFqPerNDNqrKI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkgQHLMROFqPerNDNqrKI","121"
"7173",4789838,"4789267",246651,246651,0,1,1,244,2224,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkgQHLMmOFqPerNDNqrKI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkgQHLMmOFqPerNDNqrKI","121"
"6417",4789267,"4789265",246617,246694,0,4,1,244,2223,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkgQHLMmOFqPerNDNhrKI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuapSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkgQHLMmOFqPerNDNhrKI","121"
"6394",4789265,"4789199",246617,246619,0,1,1,244,2222,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkuQHLMmOFqPerNDNhrKI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkuQHLMmOFqPerNDNhrKI","121"
"4389",4789199,"4789060",246613,246692,0,6,1,244,2221,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkuQHLMmOFqPerNDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmtlexqazAOvEwGpIQBKQHkHAuxdtxqnGPgpxjFjkuQHLMmOFqPerNDNhrFI","121"
"9186",4789060,"4789059",246604,246726,0,4,1,244,2220,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmtlexqazAOvEwGpIQBKQHkQAuxdtxqnGPgpxjFjkuQHLMmOFqPerNDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmtlexqazAOvEwGpIQBKQHkQAuxdtxqnGPgpxjFjkuQHLMmOFqPerNDNhrFI","121"
"8142",4789059,"4789056",246604,246616,0,4,1,244,2219,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmtlexqazAOvEwGpIQBKQHkQAuxdtxqnGPgpxjFjkuQHLMmOFAPerNDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmtlexqazAOvEwGpIQBKQHkQAuxdtxqnGPgpxjFjkuQHLMmOFAPerNDNhrFI","121"
"5176",4789056,"4789015",246604,246620,0,2,1,244,2218,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexqazAOvEwGpIQBKQHkQKuxdtxqnGPgpxjFjkuQHLMmOFAPerNDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexqazAOvEwGpIQBKQHkQKuxdtxqnGPgpxjFjkuQHLMmOFAPerNDNhrFI","121"
"9205",4789015,"4783747",246602,246615,0,5,1,244,2217,"[122]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexqazAOvEwGpIQBKQHkQKuxdtxqnGhPgpxjFjkuQHLMmOFAPerNDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexqazAOvEwGpIQBKQHkQKuxdtxqnGhPgpxjFjkuQHLMmOFAPerNDNhrFI","122"
"4164",4783747,"4783741",246282,247343,0,9,1,244,2216,"[122]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvEwGpIQBKQHkQKuxdtxqnGhPgpxjFjruQHLMmOFAPerNDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvEwGpIQBKQHkQKuxdtxqnGhPgpxjFjruQHLMmOFAPerNDNhrFI","122"
"4431",4783741,"4783740",246282,246572,0,6,1,244,2215,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvErGpIQBKQHkQKuxdtxqnGhPgpxjFjruQHLmOFAPerNDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvErGpIQBKQHkQKuxdtxqnGhPgpxjFjruQHLmOFAPerNDNhrFI","121"
"4892",4783740,"4783737",246282,246282,0,1,1,244,2214,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvErGpIQBKfHkQKuxdtxqnGhPgpxjFjruQHLmOFAPerNDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvErGpIQBKfHkQKuxdtxqnGhPgpxjFjruQHLmOFAPerNDNhrFI","121"
"4553",4783737,"4783661",246282,246636,0,10,1,244,2213,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvErGpIQBKfHkQKuxdtxqnGhPgpxjFjruQHLmOFAPergDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvErGpIQBKfHkQKuxdtxqnGhPgpxjFjruQHLmOFAPergDNhrFI","121"
"9561",4783661,"4783070",246278,246282,0,2,1,244,2212,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvEgGpIQBKfHkQKuxdtxqnGhPgpxjFjruQHLmOFAPergDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypSFoDHjtmulexOazAOvEgGpIQBKfHkQKuxdtxqnGhPgpxjFjruQHLmOFAPergDNhrFI","121"
"4486",4783070,"4778111",246242,246334,0,13,1,244,2211,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypuFoDHjtmulexOazAOvEgGpIQBKfHkQKuxdtxqnGhPgpxjFjruQHLmOFAPergDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypuFoDHjtmulexOazAOvEgGpIQBKfHkQKuxdtxqnGhPgpxjFjruQHLmOFAPergDNhrFI","121"
"4606",4778111,"4778107",245949,246278,0,8,1,244,2210,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypuFoDHjtmulexOazAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDNhrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLHuypuFoDHjtmulexOazAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDNhrFI","121"
"6798",4778107,"4778106",245949,246282,0,4,1,244,2209,"[121]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulexOazAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDNSrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulexOazAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDNSrFI","121"
"4576",4778106,"4778086",245949,245949,0,1,1,244,2208,"[120]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulxOazAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDNSrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulxOazAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDNSrFI","120"
"4846",4778086,"4744611",245947,246248,0,10,1,244,2207,"[120]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulxOazAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDySrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulxOazAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDySrFI","120"
"7451",4744611,"4744608",244002,245996,0,45,2,246,2206,"[120]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulxOaxAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDySrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulxOaxAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFAPergDySrFI","120"
"5072",4744608,"4737503",244002,244018,0,1,1,246,2205,"[119]pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulxOaxAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFPergDySrFI","pCmEEBbAxNJHBocJHcRBoajMLHqNcCKjacHqKHqKHqGykqArQvLPuypuFoDHjtmulxOaxAOvEgGpIQBKfHkQKLxdtxqoGhPgpxjFjruQHLmOFPergDySrFI","119"
