genome,merit,merit_given,gen, seed
"[86]wHmvcLCqlGuKbBddHfFKbyeshyApclfBsvbEggafjdzcqEJcImEDrtwxGtkKDjaytbalvCAfJjBpnacIGoHolv",32,4,2908, 571
"[24]fGHrELIveoHDHcIguuDvflkA",32,4,2914, 572
"[67]nzLxEGLALBanfEoHoFbDgEEfffFKdgHAAfbzLIwtoHDuJeHxDoEyjJskAdGjibEBjhf",256,257,3170, 573
"[30]HlzrhaBuGagaGkIyepqwLLcHLFqGye",32,33,2951, 574
"[60]FLasLusDdftuoDJDmDiHuyxIvEHLroquKvrtnacsHLnKJhmrbLtgGqmvHygh",2048,65,2913, 575
"[82]kdFsyBHAdlsnIrgjfBHsnakphfpggLypsAyoHwgcLGdFoCnlkaGkDKAqAEhsxIehFLabxtHsKsEncloDLa",256,64,2843, 576
"[82]LpzmFkGAGedmmDdhDvdAvhdrynwyhHmImusHiLDovvfrmFFGynoCKtbHLoqsJhzatzAyHknlkxvGoHLqbd",2048,256,3005, 577
"[77]sBlnEleArnyvAhlwHkBIHLxcirjEFEevELcitEoDsrAafryvlzplKrFeHdFAtbfLGoHeqipDuKuFc",64,65,3089, 578
"[98]dtdHfLcdocqnhbpspaAkroGgpGFBBaaLpLtBLbEcuLnzmhwaAgqcroHumuKGhDLrbGtfHphtbowLnamIhpgkkEmGdDcdxuybjo",64,65,764, 579
"[77]uwAaoubzoACcDwcybziHIfkndBLEBxschiLAptHlLfcyLcdaocChbloFEGAKbxfxoEcrcDFlcufuF",16384,2048,1075, 58
"[87]GzEvfqKgdHDJBxcKJADhnuqvavhHrAcLhypmpaBCfAiEdrJHoGnGuCgnqjFbrdwigiiLrrphKDufLcngocHcGIH",128,64,2995, 580
"[62]prHhlciLloDpCruEtjxfinvynDAgdjatzkKDIdmGvIegccEsuGgdEvcjFztwzd",64,64,2483, 581
"[47]wkLiyttgzxAHzzwccEcqyKDAsBHjIccCcnnrDcGLoHpHIua",128,128,2963, 582
"[80]LoHeweqihtsEmKHLoHuLutffLgoHJnHlwbcwnbrmrfpFBdzoBtdgaFLBcurynFeBcIGogrdDLBirHAgv",2048,257,3137, 583
"[62]zxbtplLdkaxaocKsEBdijHADaBFysvtcolqCujblLGyBncIprAoAFrbvjatice",64,65,3181, 584
"[75]wnzadfHxeLxbIFLiGFajGwdakGdwrLzyxLcodcKnHconcmGbmqAEngIzahrKDoKofacIbwDCJLq",1.67772e+07,2049,818, 585
"[49]tyBppgycnGpAxjLEuDquCiwuIsveCpGGmLfzhmLoHEIcBnyLH",32,8,2835, 586
"[42]wGHFsFamblkGLrIoHEhdeyDkcEIdHrreeijwJalcdk",32,33,3002, 587
"[90]HknfkIvaChcdyxxyweqnzvoDuoKGJfkIkCLhDbHaJxvnChfubqklKvvCLwGrkjIGbjpCFauGlLoHCFnniALKxbotuz",32,32,2866, 588
"[53]LabeHhLloHELbsDmoIxfryessaFGfpdCIdhfbygnweqfHAwitKEAp",64,65,2993, 589
"[30]FayGbGohEdbztLcLocHcduBzIevqHi",32,9,2948, 59
"[101]ltnccvEzkcgkcyEdHcdcItsrsxbiuciGyAvEkEugczDcHLcccdyGDccctFcazcocqcfeuvcGGAmoccrlcczjqsucnftrwccKdAdnG",64,65,266, 590
"[54]drgsFpgezdoBrmgeLjnutAHaALlhoDzovGhoEIDGwEHGvjfbmKzzhD",128,64,2960, 591
"[64]vbqFzjautqsFEpCKeakvwCckazeEvjrDpBviHbeAGExLcocHBIiijiLxdGjHFlgg",64,17,2913, 592
"[98]gmhHuycecykvheILzeeEGvvmEeDiqqsbgpAfzyEDlGJncdivCbijbaEGttgremtHlGLoCBbasFpzfhvbGgKEchxenbznirdaza",65536,64,1194, 593
"[39]sAhEHIHvwuwpHmuteELcjGocFhfyjqfmufsKpmo",64,16,3101, 594
"[84]ibEvmpaLeBevxrmLoDbzmLhGoHvExwoDBabAobeDudlJjeyDJnCaqDjeqnsLjkIhpcKgeHneunkjgdAxABGo",2048,129,2335, 595
"[79]olpmleGrxEcpbEvxaerdAfoHphxncEDcHbDnszEKkqmsLDzuDiAahjEyEdiJKcALvpAGfewIjevbCbf",64,65,3085, 596
"[103]uLubiBzoxsrbpuHhaclyhsbhIvpwbeGmmmnBGqqHgLcoKCzjGovCEjnhDLGDAxgLehdDcqyltduCkAjnbhfjsrnIJdhatnuHAydLqDF",256,16,2718, 597
"[80]ftopklyywldwnABLyahvibgsFlHBILuvgktptigmdyGdLHacalgLzoChkEwKuHwLoHwxGJJDxGonJBFx",1024,32,3027, 598
"[65]xoHzizdGwAtaLgkEEvDFAvhLLIBJjjhhlClmFzILHoxaDrGhxpyCaCvwemepvfoLv",32,9,3025, 599
"[91]LtHhGsLtILdFoHCKHBhdyaxahfsaepJqGklaHbHiIjzGjtyaumpbchfkrBvJJojcuDcklnmiLqbmwcifJxyzfokkidD",32,4,2928, 6
"[71]vDeDJiFmzfGHtLnAEnnvDpqljDnJnCBFtxCrgIlyoHoLcyoKwfqIvhkpuzCyhhlEAczmzFG",64,17,2813, 60
"[107]ggzdkHLIHoCLAosDdKAEyckfHbLoEJsfjgcFiGhrcqmcqbmvitrGrhHBDshvczHnuFFyfIAIbrnmuIrLazkyhgohJppbpjHebeplunIFogF",8.38861e+06,1025,2218, 600
"[87]zjvhrdcjaLDfoHtpGLFngibzevcuGIjsvusEGcvnvypungetHrboxcqKHwEehLtAhFLAFGALplopJHylygoCLoH",131072,16385,3395, 601
"[63]DdAxhHtvAsjpgyglcnErznDFJaapcdmDgEyFGntzLInboHDlGakKkowLvaGdKbf",2048,512,2987, 602
"[111]kzepFhGjHEamxIsmCbkwsifvlctoBtogDbjtoKHowcdEkGzjLBoChyarHLEBrCiKrmddFDqgcqvuDjcuFkftGjqhsgiKfczGamgtzGAJmJcdghj",128,0,1405, 603
"[90]qvdqhAHxliztBcliprgmnspjGBfdnqgFtopEdfqcluIHJrFqHFCuwDwhhrwGtKvudjpfzkKKHDdHeIBwwjGgLcocHC",32,5,2923, 604
"[94]awgleHxchcLcCcpBigwccFcyocqtfdincFEockbhcGtKzzoxdjpgFBcEcdhczlLlFcEClfhrGprCgBcBagIfqgnqBykyBn",2048,32,339, 605
"[111]GBnazLpAHaoFbxkbguFGvirdLcijasIuyuukalxyzbmLGrqHkCJzaxyHAJzoLvKFlihebcdooBEFIrbEaDoyyJGzapEBChbldCJwyIkHDKlxlJj",32,17,1211, 606
"[87]zADzofKEHEvaCpDGurEqhIhhpvvpehmAIqccvlDHfupbgDjFeoECjqAxdvmmDbIBuIHLayIrxGmcyzqHlpbnmLi",64,16,1959, 607
"[93]dHroamcEdojvtbyxulpuueLFwcClonEJAIlAagmnKrbLdaEletLeIuDjItELcpltgpGLncIeeyzGbBdwifunCmkaapGuL",32,9,1843, 608
"[95]tGaFocHFGILsoddytHLcvCebFqbqjfdbBkgcADsuLnGEjGlFlxdIvahrjsFxaeKdBHCJGDdfsgwKloEnhcBzKugwnDgCydi",32,16,2595, 609
"[53]xvBoKnHtIAwGGegyctzkhtBcxmbnGbqGpbBEFvojmtfgEHLEriafc",64,65,3218, 61
"[42]jLloGsfDfLnEHDwqDKvGgmlHGlzxLBgIgaocfHjbfB",64,17,3001, 610
"[26]hbxihrLLcocHshsmGItbtpFvEH",32,17,3054, 611
"[87]rvdBaGDphCugetpaIKDzyegyygzlKGIBIAsIsixwomDmkbCIIEdfvdmuBgsBHdfeFIllyEzicbixEHpmrLoDygK",256,256,2756, 612
"[93]luriLoHzcIHoqKHHKLoxKovlGKDDCegoiBhAHDGAdsrHwnEiaJIcbmcpwkLCFodChqgzrqcCggkKbroCcgcuLqGuqDnhb",128,32,2918, 613
"[53]xjwpBCdLiGhqtlFjlEHsnkmaaIdcEHDAeLIFjyyiCfCslpxJnubHn",32,5,2956, 614
"[74]AhdafaLoHGkDcIHbqjyIaylipefJHbpibgnhpBAuEKIdldzgqlwCgEetEkBpdlirqcbvmLjuwj",32,9,2918, 615
"[45]intrAoeiGExchLaHhAvjoCvjuwrjAgzLsuAAILcGFqodH",32,4,2946, 616
"[89]GgqvBldxLsEttahpADLdawbcJolEBnsoKFhwwezoqbHgIfBAyGDGnKkgEpsHIDBlGGnLBALxlLfmkvyecExLmwHvy",64,65,2975, 617
"[67]BGAhyjweGbEkGyaAGnfDHbtldKsminzAbvgllbdkHogsjgbFrLIoHgaiqacHweaoqmJ",2048,256,2976, 618
"[84]lpIdLwAtflkuflAlELcocHiGItLEmiigHgxfGbqczoIurHLofjJJsnfzuedbeHGdxDnaFcqkcbeuFvsHgbsF",32,4,1099, 619
"[84]qtbCGBJpdKbubxzEsawetGGBwyxaqsJnfGeCCJcGsrbploAHyhLpxLIwoefFEucdehcLqHcghmLnKnHGnHsG",64,33,2818, 62
"[85]jdnjfojklxpnbvLHrpDByepawkynyIurljbdGoqgdblLnKAliHqpwupFdxhdldFokGxoJjKamHBFndEFyJHHJ",512,512,2963, 620
"[66]LhoHiEGhyEgdDuDqkBEKunEDxIKnGHrpffGyBKomsHtlBaxsIxftGoHFgfbnngbLzf",128,64,3205, 621
"[119]kyyLuroHzcFuLFxIDJGsbFznbHCABLnzBiGBmBdEoosGxnhjKttlcHewoEzlzfJHiiantuvKxjaBxHJFnfvciDcdGekxmKnCertazynALhLkpbrrFhukqch",32,9,2920, 622
"[79]fhuyhmsEeitgdmBflybasGyvEmzuvHcancEjnDyeKCyCfchEfvlxngGrLlJyGmdJClafFqhBfLoAIoH",16384,16384,3211, 623
"[70]DtEEebsasgupvHtwccFfbryEenDlKHJlinqpKuhBoyCJJoIHcofyLcnIGFdocHqhpperax",256,16,3049, 624
"[31]uAetgvHCcaxnGaukngGmvLxcBIhfocH",32,5,2961, 625
"[58]BfgbjrubmBHFlJKEDuEgCszCIzkJotbzfoAAmwwlbLvuLdKLypEGLcnJoI",64,65,2394, 626
"[66]ovcEoqvAbdGclLKHsgGrimriGbqEotpjAohkBwreBcrcHasLhdilzkIAmbmHdnhsGL",64,8,1688, 627
"[82]BjviocxpwHhFIzonlulyzsKenajJkaiDxtLnKHGynvjoCLGnoaHzLAAmmAGoidGoCggxsmveJqzctwsDLx",32768,129,3193, 628
"[87]nCbHprziIjvAgwjLrGoHCwvwhidhoutAFvBGKmEerEnKHwocKsfhlxCnDxxfsFAEhxKxieGAnthhwBadjalfHIA",32,8,2948, 629
"[86]uBjAlGdogcwnnAmFedzHyEDwzcxIHekkmpAuLdBiGgEmFxLhjLGrmcmnIHAClkHayoHkbtkKDqArvcydLlkKjo",32,5,2900, 63
"[87]bhActencFELoHsDrBGosLywwfgbwFGyzyorxIkwsoLGHEtDEgodlhqIvkHAGxKjzdtrlAFdzmBtrpvsxibldgDs",32,5,2972, 630
"[21]iGjBEzrHrLsLIoHAhswyB",32,5,2848, 631
"[79]xfxAoHptwehapvrLDDzzLpJoqixAslLIGpuBHlgJfGEJtJBvifzsELlrhybGGgILsnLyeoImHlpDcAD",64,65,2991, 632
"[45]HhIevhtzgHaayeGggeiHkpGvLLGeoFiqnEImKLDyvHHJF",128,9,3778, 633
"[100]gbCdmnncxGFaBandwtmuAhelcnciscqhLyHownIiyfmFnHGIxkmHsBEnBdvLDwIFGekyIuELhaesaJfdGrDzsjjCCLnmLBrclcKt",1024,257,2715, 634
"[68]tzgHrtumLBoBGnIvmFzDCwHlKngohzGudiagLHkuiaHeakyJGfbrrfvLignxFCdilklu",256,33,3074, 635
"[77]fzclkiluixDlDKuaHAuGzBxgrnEBceGIyuyfFxcrAaHmlfxfLboqAlxFhcqfnnFGpkseAyecJyexz",1.04858e+06,8193,2271, 636
"[92]ywcnqCemsIlLHbkBbibLjLplfrrCFzwdLmmougssiavrJwleCcGmtFrEAiglHLchnxGkfxInvbzGvvxjxocHjzArjuud",32,9,1146, 637
"[58]wBEwHyyhoDfuiufInreEtDaqhGpEnLlrryBmuafFwrshmswGoHoLcgoKAo",128,16,3088, 638
"[44]ylwabLvBHlxAidLcIAGbGocHnEgHFnDKCvApuafjFAyD",64,17,3141, 639
"[106]vcqKianlozwukqatvwHeBEDChtaepIAJDLaJhzadByplktLpDpsEgcBJyyhCtcAEqqCHAkBJHhuxBcLtLoHGIHLqkmJsGKwwBuaBafbJpv",32,4,2967, 64
"[43]oFyigcixkCbzbcbspHHGrEmExjsLLIoHDlnugGCfhKr",32,4,2963, 640
"[94]epyylaLnkHdejiygerIoawtokjgLjpeCbxlAifLoHoCKxfBmsnHGzLqaIJqpBLgKLqkBiAtazargHwqxxJEuvpHqCqefon",512,128,2060, 641
"[33]taEfzBaFHAlxBLcItywbLGocdqHoKLLhd",64,9,3677, 642
"[34]flkoKoEjcnrGoeHtGLIovlchnwoHFntdvl",256,257,3183, 643
"[38]tholApubAnsAAxssEvupLpfmGbvxLoHslGAIHn",32,4,2833, 644
"[80]lGAlAhgajzzyLGcFoHuuoliatkIFHCEJDjqrzLmypeDqLiIwxprFLFwqqekFsmvgFIHwrLoFpuhbjmtJ",32,4,2930, 645
"[49]AfDzcBhpoeELGadDaFAaGlhEltltoHmBeyaGxIAsHFqxCLfbj",32,5,2917, 646
"[52]tGwFHyKgpyCdElEJIDthCcGgkxfFilzgmftlszeFdHLcwoIkeioK",64,64,3241, 647
"[83]GnoycDCkwLsvdHgcIBpeKtzfjuExHmLLAffaDgHqKvyzmojzLdvrIwhbukpoIqGoCKwkfHLoqJgHGccLgnr",524288,8193,3230, 648
"[71]fGDDgcHwbCGdwFFFaJyCGEoqJtGmknyaHDGfGgGndsjtKFGjjfLGzvslozpinebLuIvzvoH",32,5,2974, 649
"[59]dtmxlLGwzhgGgofbKxgEGDKfeHgFlfhgdigtueFnnBaqpndeCbAHIwHejbw",64,17,3139, 65
"[91]lzDKgrwlHvdCemmrCrnAIjDJrvkiFkqkkfpnmbDtccqfLissmttlCvHkpGwIzGtxlcbfbCpwIcCGnrywADbdLIaGoHb",32,4,2892, 650
"[90]EcwzHEggiBFenDvmFqyDufCbkjpFicFfLcGgygFvBaoIlEDJIAcKDDIrdHiGDlDxzELHLBcgqzJhxpBdlAwvJExnwa",256,257,2626, 651
"[90]nFLrHhnLnIeELHcLcnKocCplABdBeEaHtjckbLhGoFqhvIlvgeJwxtDxgjwLygDxggAoaCrdkviwJLGpDtooLjdbyA",524288,4096,1904, 652
"[80]HwtuxaffemIdHEytigFDquzImuFLLJwdiycmGsjeczhwnLLoHGansoErGlDAsjAkeJwLwbxebKxiiexa",8192,16,1232, 653
"[95]qbckGBAuKblAeveAvFibALwLzbtDcfuycmjzbocJBuzaGnfvBBiaBnpezauorsfzedhxHasIzHovzkEmLzskfagBLfmgdhD",256,64,529, 654
"[74]haHIrhHajLoqmftyhzhcBcAAsrzzKEiafesobtHrruproDazzrmteelfLoHnaLoHGqeJbJDmfm",4096,257,2746, 655
"[88]LEqrooFtfozHnHBkilcwaxtDjmzkvncIlBotbpbdgkgtwgcaLnhGelnaKdBdoHjqqooqnkLJEJFzkHuoGvfncHdF",8192,65,1677, 656
"[37]xeHDGGwaxBgsIvLyisBpHuBGrLGBzlocHmCrw",32,33,2852, 657
"[90]HwIGibLFoHqmFLHdcikcapaHgKldbiwFooGGckyfveFADJhooGohltCbsCvaaomzlfpuzpepidnymizHbrILdhBewf",32,17,2978, 658
"[41]locHvIGExmymnEidvDgyBpfJBHkGKGouvxHoozdLB",64,17,3076, 659
"[68]kxFxLAmenftvtkdLymzfzHAzFhmgeeuxvALInEoHehyGhxoaDlnfzrbdHdpnoCdewtdK",64,17,3020, 66
"[71]nuCbEhodLBoHeHavIntmolclxhdbvjpILGqxtunnBkHipByikrALbvfsbaCbanKmitgbByb",64,17,3018, 660
"[98]vLpcybuHLccInBclwhGAqFHCwoenBcAqnKhHlumijyJgbKsdAqzsAjJdpAnrbaHJHyvGcnitbwChxKfpmkDhlpAxzmvLwpcbve",32,4,610, 661
"[76]JEqDzawLvznKmpLLEEEaEKcmceHkvAFlBnhxvBlGqnotIjwLwcHqbgzplbxjzuzAIgfIbGDmzciy",64,33,2739, 662
"[76]gjyGhfuLcocHFLegescmIGEAsAxlhsehLicfHnEDKCAHJaLnlFsEIAmuxbhnHhmByqcnHAohFKeJ",64,17,2796, 663
"[76]chifoBwBnmtLAeHLGoBnICzbdIGGJkjnsfAoDurcaxqbhfEBpFptlzgCuIwFDviKmiEJtkowopAj",32,5,2866, 664
"[73]AmwfKBGALcoqgyJichbHIdoHxfhzqvmrIElgxanlKhEfKtggykDwDovyoaoevpnGhsmoveqkA",64,65,3132, 665
"[49]GBfBhyjhxEGpJmyplhewFgHLcGIGuadmcocHfxfqekjycEHKb",64,16,2990, 666
"[97]fwGFzLLoHxcrdIDrLgpHAGqbkAHjhadFqaKDiwokdGxHDFFngqatbjwCiKnjcjBBwgFncswrKKrDxrnagtnJvxdciEqyteByf",128,65,3015, 667
"[93]xcktlyHIpwsEvDbimmHyphtDigGInkFseCaAtlchktDfLbsvxzcwfdahfmGBkfGrziaqLcAccFcrdiocCxcLFKvpqGpdG",64,64,690, 668
"[50]xkzpwwbjymHzzlLnIgaGyFeLccqHKfCrffeahCfIllgskBClpi",64,65,3029, 669
"[66]AAyHIsnkwHjfFivvoDdhfdLGEhoHlqfnmdDLuHctdEjJvEHvjfvcHeDjFwbABEBdcK",16384,256,3179, 67
"[55]GlfBGlBHripHpnsbbtkrcEmeLnfDufbmKxxbvizgaHjilfffvItoHpt",64,16,3080, 670
"[74]ivmvgBLLAzvogfHzwcEoCFmbaHzzFaAysEyaGvJvinBxBxnLnfoEDEgjEurzsqvrLcIkuiyHoK",2048,65,2846, 671
"[46]AhaLoHcdEolIGdleHlqckznbDfBhHyqxnEKLIxKybnrvFA",32,8,3028, 672
"[50]AGHzuchfLegLqfkzrKHCAzFHotxFpprcLvrhAnIdLEbhqynHnJ",8192,2048,3128, 673
"[76]xsGjLmiqFgeHIFHCabALnhbgBmwkfIgdaBtIKJyDwynixCznrEpICnaFLkJDEqwAfHrDAAErKuyn",32,8,2855, 674
"[91]eEwuBjrozaGHLEIEtatcqhkjKzhAbKIhlLkaiqcGICzmqykDHHCBnlweiozbFHFadonfsxqrcgoHdDBjeDkJexocJLr",32,4,2817, 675
"[79]wzuotHGLnILBCvhynqngAHaLnGBwnpmbdBchdEKasazgeuqsmrbaaopqbkuHkAokfmHgImtuIIIlFkF",32,16,2841, 676
"[63]caGwcqfiAKbBEHqCiuupCiatjFBaHuumuAljGLABCLIyqlmnvcocHIlHhfewedL",64,65,2974, 677
"[91]uzegppelFrmnmxfGdbADArckmuEDnyGJrHjcCtbGDqHKntAkexgdAjcHGfGdLhzIoHoCDEdHbFJbbgAmCwfnsfjDric",16384,16384,3116, 678
"[83]LBoecIhzdbvwkkGkngkcfjHtjjBfLjeepLekhxGEnjegvjmpFtwthsrKLslGirmFeczmyLAukfdoJxniHGj",4096,32,792, 679
"[65]cbAtGLoHyIHqzoEjixvymjgbeynvECEqAACoxLwFvchjttJgrpdujeLGowJqbDrAl",32,8,2976, 68
"[91]okoEwmGgfFdkusuHiyJHcjgcbLnIEfqtKodaBaKeALvmAxcmoiBhFCwztDwCanEhdFlkcwczhLFhuGidGhExcBEvvdt",6.71089e+07,8.38861e+06,2248, 680
"[94]HyvmmflxzhDeGzIrpfFuaoHGLqkCLyGhnDsdfjiKxcDqfjkFBBhjejalxslFHLwHEJaBemdAoridzHzIvCrAJtfkfdhrwt",32,5,2962, 681
"[94]onHyIFfzLGoHqdfJEyemoagmGocJEvEzmjIIxDibbtpurnjBLhcmjvmbCasEEAzmDpxJpHBhazltetpntHjGDzAkyCfyDj",32,17,3007, 682
"[74]mELqrwHwAzoEaDaeyAveuIskBbHnnFnDngxwwgtaAHCeGGyKngHpByFfhwkezoeifvllmIjpzG",128,64,2988, 683
"[93]ovBfFHjoorILjwhAGbvzosAunpoEFsEwkxrvFuFHLozcfoqitKvHzLhoCwwvoelEJiyenALyFJGDwlJzivquaydwIytgI",1.67772e+07,2049,2641, 684
"[84]znGoHvdCwsGwckeEeHEJpyDFxwsKpgChwjrpzIniqqdmzApBoJIoCngjAEEphnDkyuxboaxeKBafnGydImHL",32,9,2935, 685
"[85]zynfwnBkoGDoiurLvsBDbGirbygzocHEDBsekBffKFBxyeeAGKnIKvklikrbAgGIHnDAeLLxtuIGbAedHkKaD",64,65,2463, 686
"[94]tvcHCKBdvjhvBFAygjAotJtiAquxffecHBJIzKcCpAiytygLkiymqllEFDrkwtpjFDoFwnEdcwcfbcqeIlkFoLcIGadopH",32,5,2975, 687
"[85]mxDjsbgmyFxxEAwdFHIGHffjcivFidLczniAzcnpLocCgCdheAeBoeKjHlJgaEBoscrccDdGCEGDmghwLDxhe",8192,128,2731, 688
"[51]xshyrjwrigdwfHLqcijgFmElzKiiDyprzFrcqhlrfEIFoHymcrG",64,64,2963, 689
"[94]oGBcLcncqhctpEhoCyfunaKFFaHjhoaILvtAvEetobczFHwhcFAvvfenEFCdfedyheylcmeBcqlvvFFLnpzxEBuhoicAtJ",16384,4097,2084, 69
"[87]vfqmdEsretzEydeeEgvkDeaJJmmBpwdgdwJDpHwBznlcApkxajLBcEEKqxiexefuHiLcDuGuxLeeIxFzwdrocHa",64,3.02231e+23,1683, 690
"[60]LoCtfxAucBCmoekJnxGLcBeocHgEIGGHqKHCjbfyjLpJGBwewDJpAumycBJr",64,17,3109, 691
"[90]GLBoKvFDtlmuxBGlxzEdEgAGlDpsyLtLDcpzkqLGkhtzczpsoBhhiagHLFInDrBiHJchffHxDxcICoqcbbgDesxxAn",256,64,2518, 692
"[80]gHppLokIfdEFeGfijfDwufjnAIAjbclLchgemocHEGqvzJghnjpncJGfveKvhuiBLeHtBsDIbfqHJnDu",2048,256,3084, 693
"[113]ztoHAmIdHfpxAefFGLCvHhwevKuAfcwiHyEbHfIqiKdvipqLvdytpxexGDGLzHtyyCDEDLdCdukhrFhbwAreHxroKwiKsgpdhkgjucnpebHvhzAil",32,17,2895, 694
"[35]jyuyGwuHgzEnDKCooCjlcycLcsGIvrcGocH",64,65,3087, 695
"[74]LyxGlfGikLpnsBboKtHLveqfHveHoBueGkJBLmqaEyAzKfIJLDBlIEFAeqrfGdeomiIocHnmfj",512,513,3057, 696
"[51]pzuebGLoHbwIGExbcBmknwxElGHwDDmkgFanHIqgIoihDFkJmLs",32,16,2882, 697
"[80]xkkvoLgpyhlkpnfEyEEyGjEkGFEHFBckLGAoqpCAgddptIlvnuDCFGmdHsudFKqBdgHEutmgzgJvfche",1024,257,1246, 698
"[104]qmuuiHgELcGpAficoImEeqgEBHJGKKClmHfguJmoEklrHfciogAifrGjygqDvLzcsEnfooALjurvzgfDliaczjDafngHfupmeiprJghl",64,64,1490, 699
"[30]BjeEsLcvocHbdaIeLsxgdGlyEuyBnH",32,5,3000, 7
"[61]GupKyLycnHeurFLblqzEDuiikbernzDqcJBfszGoAmIznhxoHrveLuvLojuLu",64,9,2967, 70
"[96]bCcLcfocHkfzGpaKBImrzssxryAccybBHacGcludtxcqFoJgLfGAKzruufgAzkCdwmHwnxcAEqnIgFLjyIahGIqIdsgHqJCI",64,16,498, 700
"[52]hjrupHwkrlbjyFtLoHIGfnLHqbfnjnGakdrgfKIsuouIlcdboLLd",32,5,2967, 701
"[79]AcswdfcgBGBrLnxdLcfxArcgnejngiyocHgEzwoDFxJqEuxmzgnbbBgdJltFdAnsbrmJFdIkjuuIxFH",64,16,3048, 702
"[71]LEnKhaqlhFidmoxtdtbxcxGxwEwuxEHIHDJgLtBoHbGCefskonsilrjFrtHKgsncvxydFmG",512,32,2995, 703
"[89]licxDbpEeLoEcjBnFucpHDcdEqKbLLsjyFiLhDCDDEnrjjaqwKdqdyoErcLBocHtfccslgpsfoarrIHpKvujxcuGw",64,17,2932, 704
"[91]gnntGmfsBGkiHbLBIocHqcLyBGdoGeCCmertgGgrAxfzxxrDDxjiAiqvhyicsuIhIbtKjuifdDhEBfguntxmGqdDaig",32,8,2910, 705
"[75]piBGailejEHBDGDHgBnszjkpKkLifFeyorgLEeIoqDBevEIblKvpGwofCHvBIJsuriybtrDgJcm",64,32,2959, 706
"[60]cGbwcCHAmDxtLtdtHbEbhgvdInJGdjpeyeGBamfopvsIfzdvBodnocHxiIHL",32,4,2859, 707
"[52]bhgzdttAHtFiInwHLoqiwlgewfygceKbyqwsHuGECxDEIkLibzCf",16384,16,2873, 708
"[44]moHLGDBljbivIgguzEEAzmLFxdoDrvyswgtdKszkHpmc",16384,16,3091, 709
"[36]yyBgaypteEtarojGnfDwKeLFHoowFLoHIoGH",64,17,2965, 71
"[79]mfHtlbgvaqyvDowEqnkopBwwtIDBhgtIrEceAEBzBDxyJjGkeaszCdFpkeiakkaEcbrcLcoIwDcGvrc",32,4,2866, 710
"[70]gwHGlcLhnICjcxeAxJzKoaibndBbhBztcqKyByEuBBKesxBLfKrsFewpLrmIsvnJImbGzq",32,5,2895, 711
"[99]LEpdJdBBszkfzHcmfEeIbuHjjLALmAaoCBFEFbuitfGDElGwiiHKFzpDFscJHmJGcvuphaidiuabpyoDxLcLakcjKaukcGFeguc",1024,64,414, 712
"[88]drLGvEyzaEcLHfsgwuGncEFmgGbDtcKrHtEDKytvKzehuhfGDsbDhhbnswrdiwvnLwbHKdzDcpCBLctGncIrjguL",64,65,3024, 713
"[97]FuatznwhoqeEFfuyLwaoqduDimmEDjDofifGLKHeihfgbhJdziAGjyjLoCCbDDnyAtEEHxkElGarErHpmAnELhBGEgnIggwHe",2048,256,2946, 714
"[96]vcHqHojzgqaoFAJlgEAvhpbwvBxGJDJxtkxjmzhKDydEDIiLlDjqrzymiBwrpLHJjjaBIikzGqmDjKwLGHzAnscxuslGLlIG",32,16,2874, 715
"[69]EAEirxtwAnvbdcdxtxkhaHtDECfsmnGArhxAbLsFnIwaerBhmAfgmfeGqHrwxAkxLtnKc",64,17,3105, 716
"[88]EecAFnhfdnGikBdaiFkagHvEGbrBLlFemaItnalxxGEHoDKrxEHLoHIyybGycCokKrusILEsdrkqdLHwIzweIehj",64,64,2834, 717
"[81]GBgfLAbGhiBorrfadneqtnJtinjxEEuhieLHIuLmbAHwaGCacbLtIrFmHnKppsEwwHvCcsAyBfwlEoyfh",2048,256,2261, 718
"[75]cdLlvmLnDetelfzlhgnjBlHoenFkeIpzHmwEnrpHspKGdoBLcocHqnmemgvkpJpfEvxlhKldaAj",1024,256,2093, 719
"[63]uErLLyAlneAhGnHLDyurdLIFoJqiuEhHwzuouDregydraoCLBoKEibhheaxEwca",6.71089e+07,33,2154, 72
"[87]HboIEDAwCeLnpCbEoDytsAolKDaukFlvkCeclxGFGLxoielHpfaALcbjbcfboxGCAEFikkgnijLpGBBCvexdlve",64,17,1346, 720
"[66]fvkbmgAwHELkpkEmktjeieupisEaaLDCHEBFzqlkbqeaxLFBnAILhcminAHsyGqmnK",64,32,3082, 721
"[101]AHDGLcIHnxBdlyrBGoAqAEKLzbiHbLopJzoBhJqvhkwqbiBmtJfqwpnKKkzBDwAGBiFmajGpClIzptejFkrnHgnBawuBBhItskswq",2048,257,2659, 722
"[83]hiizvwpJxgrpgppvmHIpJLzBdgkbkcHCbdirEpfLhLoqbkdKwHbrLhoChdcrpgEcajcvFJaocfBunJBagGD",1.04858e+06,32768,2272, 723
"[117]vvfLoHoqfhKsiwgHLbrLmpdbHoqstlksJhefccDAHmuGLnioqLgHgkclLCKpxbvuaqHokJnhmwDqnmiyHEHrebFDnqtukvcaqjFyFAbvdobiujpculfIH",256,257,2984, 724
"[33]GhpjLsjwymlEHgpGBjfByoarGcEyLIoHu",32,4,3025, 725
"[64]svyfLeadrwnpKsfAsdnoeHtIurHGpsyEgsDBqemfwqsBlHDelkdaBFyhrKKLutfe",64,65,2960, 726
