"","trial_number","genome","merit","genome_length","seed"
"13",12,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"14",13,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"15",14,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"16",15,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"17",16,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"18",17,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"19",18,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"20",19,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"21",20,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"22",21,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"23",22,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"24",23,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"25",24,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"26",25,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"27",26,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"28",27,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"29",28,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"30",29,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"31",30,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"32",31,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"33",32,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"34",33,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"35",34,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"36",35,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"37",36,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"38",37,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"39",38,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"40",39,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"41",40,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"42",41,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"43",42,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"44",43,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"45",44,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"46",45,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"47",46,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"48",47,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"49",48,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"50",49,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"51",50,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"52",51,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"53",52,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"54",53,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"55",54,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"56",55,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"57",56,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"58",57,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"59",58,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"60",59,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"61",60,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"62",61,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"63",62,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"64",63,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"65",64,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"66",65,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"67",66,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"68",67,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"69",68,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"70",69,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"71",70,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"72",71,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"73",72,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"74",73,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"75",74,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"76",75,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"77",76,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"78",77,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"79",78,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"80",79,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"81",80,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"82",81,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"83",82,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"84",83,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"85",84,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"86",85,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"87",86,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"88",87,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"89",88,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"90",89,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"91",90,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"92",91,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"93",92,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",7.92282e+28,91,1
"94",93,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"95",94,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"96",95,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",1.26765e+30,91,1
"97",96,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"98",97,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"99",98,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"100",99,"[91]GjfffLdwafndfCIhuvqmKwafndbCHCabvifwafnfaCKHBdeEdlaFxdGjfpJehahaeBeaCabyafwaendaCKHCabvaeJH",5.0706e+30,91,1
"101",0,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"102",1,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"103",2,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"104",3,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"105",4,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"106",5,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"107",6,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"108",7,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"109",8,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"110",9,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"111",10,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"112",11,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"113",12,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"114",13,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"115",14,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"116",15,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"117",16,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"118",17,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"119",18,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"120",19,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"121",20,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"122",21,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"123",22,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"124",23,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"125",24,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"126",25,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"127",26,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"128",27,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"129",28,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"130",29,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"131",30,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"132",31,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"133",32,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"134",33,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"135",34,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"136",35,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"137",36,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"138",37,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"139",38,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"140",39,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
"141",40,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"142",41,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",4.8357e+24,92,2
"143",42,"[92]GjfffLdwafndfCICabyafwafndbCHCabyafwafnfaCKHBdeLdwaendfCIJJHCabyaeBeaCabyafwaendaCKHCabyaeJH",3.86856e+25,92,2
