genome,merit,merit_given,gen,not,nand,and,ornot,andnot,or,nor,xor,equ, seed
"[3708]ruqpvqfppeiqpgnjqylufgpqdoqnythsqgfrhpfquttttymtevabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaeaaaaaaaaaaaaaaaaaaaaaeaaaaaaaaamaaaaaaaaaaaaaaaaaaaaaaaaabaawaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaxaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaayaaaaaaaaaaaaaaaaaaaaaaaaaadaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaafaaaaaaaaaaaaauaaaaaaaaaaaaaqaaaagaaaaaaaaaauaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaauaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaagaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaafaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaayaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaavaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaamaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaauaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaayaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaajaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaataaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaakaaaaaaaaaaaaaaaaaaaaaa",3.35544e+07,3.35545e+07,6090,1,1,1,1,1,1,1,1,1, 155
"[39]rpfzoqgpyvgtfdqcpgpqiqtpquttttyxstttvmb",128,128.52,48061,1,1,0,1,0,1,0,0,0, 156
"[51]vrzmpqipqjppjxggmxqfpqplqdfovqspplqioqutntyvzstttab",65536,65536.8,34079,1,1,1,1,1,1,1,0,0, 157
"[46]rzpvrhthplottqgzpqepquplnlgpqgxxttqtftttyvsvab",16384,16384.7,31521,1,1,0,1,1,1,1,0,0, 158
"[49]grzrvnwtfuqpoqgpwnppqlloqpznqpvpuqxxqttttyydstyab",16384,16384.7,34319,1,1,0,1,1,1,1,0,0, 159
"[54]uvqhqkphprqglfpdqoomkyraoeqoeiwydgqohqpqoqoxtttyfstveb",1.04858e+06,262145,32525,0,1,1,1,1,1,1,0,1, 16
"[47]rzepyoqmpqwplgpwqsqfdlgxpyniqvfoqnlttyostttqpyb",65536,65536.7,36687,1,1,1,1,1,1,1,0,0, 160
"[84]rzxcashesvcdupkqqwplknpiqpuqsqdmycvpppnlydtjqigrifpegifqgplztnpnyzwqvqmutttywsttvrva",65536,65537.1,30738,1,1,1,1,1,1,1,0,0, 161
"[223]rzkkvnsdasrqqtrpxxiqolropnqpqppvqdoqponlqutttywmsttvmqrxwripksseucvisqhhpwvcxetaykvgnalaudvawebglfjobobhlowiyndgheerwxmctqnanpvqidrstxijxsrjzljtdwlkiyabimsuznjozctqyvlxngvytuhfqtssefhvmuxsaaltozriegguvmdhhsovrwhyjzzsbezqwab",16384,16384.8,11635,1,1,0,1,1,1,1,0,0, 162
"[39]rzavupfqgpqkeipcttptqypqpnlqptyrstttvqa",16384,16384.6,23383,1,1,0,1,1,1,1,0,0, 163
"[105]rjdzhvjplfzbduaqivwuecsiqnbhiuqqtpypytiqqptttyjjsirovnzfbarkjzgibzgzvzecapbspzblptncdgigsiezdxxlnyqxsjxab",3.35544e+07,3.35544e+07,18914,1,1,1,1,1,1,1,1,1, 164
"[52]rozvvqysorqkoyjgzrqvjisppqpniljoquqbpwgwttttyqhyvqab",65536,65536.7,15255,1,1,1,1,1,1,1,0,0, 165
"[53]ruwjjyqlqsvpoqpldnjpgoqgnmyzmowqftqivonqlctyfbstttvab",4096,4096.66,32064,1,1,0,1,1,0,0,0,1, 166
"[48]gkrzhvqwwkcgqmqvpqnhupdqefprttyeqnzlehtymasttvab",65536,65536.6,21985,1,1,1,1,1,1,1,0,0, 167
"[51]crzavwxniulilezqyoymnxqpnepuemvqppjqziqkqtttypstvrb",65536,65536.8,19923,1,1,1,1,1,1,1,0,0, 168
"[43]lzumrqvpkyepqqpylnqdqsphlznqhqutyqztttvwajb",8192,4096.56,35214,1,1,1,1,1,0,1,0,0, 169
"[52]ruqpnkwvbqwpnqzpeqpmpgivvppqjqglqupinqqqtuttttyssvob",16384,16384.7,32852,1,1,0,1,1,1,1,0,0, 17
"[102]qwtpqxwfvnlbqnptrqppjyspnyklqovnhqajndynjvewsuagucfdusivgtpuhpirhgrqjpeqpptqmdfytppqjoqutttttyiqzvmnab",1.04858e+06,1.04858e+06,19949,1,1,1,1,1,1,1,1,0, 170
"[53]rzovwnpbydojzqgpodqppqpnepqlofqqoquqfptqvtttyjjsttvab",65536,65536.7,33263,1,1,1,1,1,1,1,0,0, 171
"[36]ruvuajuttylmnapjuqeoniqpyhptyksttvab",16384,16384.5,24115,1,1,0,1,1,1,1,0,0, 172
"[52]yupvwlhiqcpqpqzqpgqhpzpknhlqnqqlqnqquplnquttttyjsvgb",65536,65536.7,33243,1,1,1,1,1,1,1,0,0, 173
"[94]uqmwunpqrrptqfpmhlgnioqqxvdaenpfazebdkrwheiwbijsrdblzuvqqptpqjpfqxpfgvlrncpqqhfuqguttypjsttvab",65536,65536.8,23802,1,1,1,1,1,1,1,0,0, 174
"[43]arzovqqhpgpglniyjkioqvqfsplnqkqvuttttyxstfb",4096,2048.62,41141,0,1,1,1,1,0,1,0,0, 175
"[45]rzsqvfrqypjgzlunqaqspulwpsqilqoaqutttrokdvyab",8192,4096.56,32118,1,1,1,1,1,0,1,0,0, 176
"[54]ruqivwaavqmpnlqpqppgqpufoqbppqlyempnuqsquttttyisstvuab",65536,65536.8,33765,1,1,1,1,1,1,1,0,0, 177
"[52]ruykjmpeyiqogepmqdpqzpgpqvpnlqvfsoyqpqzquttttyudsvab",16384,16384.7,33969,1,1,0,1,1,1,1,0,0, 178
"[52]ruqmhpngpqyvygptnwqnfxopaqdqqlpqlprnvqjuttttyeesvfab",16384,16384.7,33354,1,1,0,1,1,1,1,0,0, 179
"[55]ruqjqvwzslinipwptirqvptpivqpqpqupxlyqjnpoqqcuttyesttvyb",16384,16384.7,32710,1,1,0,1,1,1,1,0,0, 18
"[54]iruqihvqhuqvmptttiqipogqqpyygfdplicoqpqztpynxsfvnyrsab",3.35544e+07,3.35544e+07,14019,1,1,1,1,1,1,1,1,1, 180
"[48]aruwixvqxptkppqpknqprqpqsqppnlqiwlqdtttyinsttvab",32768,8192.66,36391,1,0,1,1,1,1,1,0,0, 181
"[54]rqznzevzpgqlzpbngpniqwqbffpqsolpqqcpquttyeosttvwxdalab",65536,65536.7,32368,1,1,1,1,1,1,1,0,0, 182
"[108]gejtaxqqntpfqgpnppmqjfytlomyqlnnquogvdgcrthbfsvkmcetrqujzrqvnpbkoqgpnzpmqzftyppyljlnqnluqjcqydbuttyqjstttvab",2.09715e+06,2.09715e+06,19592,1,1,1,1,1,1,1,0,1, 183
"[54]rzqlabwhtopwqgpgvfgqspltnmgzorgtdgsbuykypiqfyoostttvab",16384,16384.7,17767,1,1,0,1,1,1,1,0,0, 184
"[53]drzdvuxwhrklnjqnyqioeqpnqqqplnqpqhpqpitttttyastttvdnb",16384,16384.8,26550,1,1,0,1,1,1,1,0,0, 185
"[216]murvuekuegcgtgvtlshrqmyjrtpqqfzemfpitfpqpyuittyrbwtvabaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",3.35544e+07,3.35544e+07,4611,1,1,1,1,1,1,1,1,1, 186
"[44]ruvriuqmppwlntqplnqypoeqkoekmmilitttytxstvab",262144,262145,30562,1,1,1,1,1,0,1,0,1, 187
"[49]rultlvuwtopqlprqdptnoplqppwpqpqvfpxgftpttynfstvab",3.35544e+07,1.67772e+07,20094,1,1,1,1,1,1,1,1,1, 188
"[51]rzlqzgvlxwxvfisavsiouqeojyouesfyupqqniyptttygwstvab",2048,2048.58,20659,1,1,0,1,0,1,1,0,0, 189
"[40]rzavudpbtplthtpqnpnqyqyptytpimttygksvlab",8.38861e+06,8.38861e+06,15796,1,1,0,1,1,1,1,1,1, 19
"[55]rznvwljdqsyqbjongrnqppbgigfnoqufprpqiqstqttdttyvxsttvab",16384,16384.7,24726,1,1,0,1,1,1,1,0,0, 190
"[51]sruqovqupmilnlqstngpqpilntfqvppwqxlsnqpcttymysttvab",131072,65536.7,10692,0,1,1,1,1,0,0,1,1, 191
"[46]uruvwvsjauqleippwpeqjtiepplnpzqzeprtyrvstttvab",65536,65536.6,22511,1,1,1,1,1,1,1,0,0, 192
"[89]cupzylmpnmgtqyorqmppjqubrfosqigvfjnxymrwmbdfvqupiynzeqopiqopqpxpikpvqftpldqtnquttyqxstvab",2.09715e+06,2.09715e+06,27406,1,1,1,1,1,1,1,0,1, 193
"[42]rzxovwdcdgpgvqwoqpglnuqpvepqfettyyxsttyeab",65536,65536.5,24987,1,1,1,1,1,1,1,0,0, 194
"[80]rufqxgbkbqpxsspnlioxqqgvqyixyyfedzqkypevokvjqupcqdpqrptqvqpnlppvqqeqfuttynfstvab",65536,65536.9,21516,1,1,1,1,1,1,1,0,0, 195
"[52]ruvpdfpqrfplknqqnspeignhgpqkqwfqkpgqxuttttyoryvyksab",65536,65536.7,30454,1,1,1,1,1,1,1,0,0, 196
"[32]ruqvpcqpxqvppqrpqnoqzttpyvssivab",2048,2048.46,21343,1,1,0,1,0,1,1,0,0, 197
"[49]syrpvqpgqtppiffpfqlovznotvpnmlonqpopgttttymavteab",2.09715e+06,262145,33580,1,1,1,1,1,1,0,1,1, 198
"[46]rfszogkvobnbautiveuhpwpuqqfpipwqndutgtyfvstvab",3.35544e+07,3.35544e+07,16079,1,1,1,1,1,1,1,1,1, 199
"[44]ruqnvivorjfmjzkvuzmjczqtptpqtponlqytyhpstvab",32768,8192.54,24191,1,0,1,1,1,1,1,0,0, 2
"[47]ruqvxwynleanmptqwgpspygqulpqnttqcttqftyxqsttvab",16384,16384.6,30216,1,1,0,1,1,1,1,0,0, 20
"[51]vrulyvnzaghzmpvupeqfgprhqqplplqgqoqpfyputyjrzvkykab",8.38861e+06,16384.7,10582,1,1,0,1,1,1,1,1,1, 200
"[42]rujvhfouzdqtmvlpetmdeiiqypctneqptnywvstvab",8192,8192.58,21446,1,0,0,1,1,1,1,0,0, 21
"[49]qmrziqpqpnpolsnquqdpvlnsomiqppqpqwoqtutttyosttvqb",65536,65536.7,37220,1,1,1,1,1,1,1,0,0, 22
