genome,merit,merit_given,gen, seed
"[100]ihujwmjocucHvnhsIbtGHBsFkBznhezofxyHvnHbkwiEklsAeyyKLHohuHtyvbJzcnreyHxHGqnfkJHGeLbDqaegkrcLnrdeEFIl",65536,2048,2817, 385
"[100]CihLqkqcfxagdmJIvAFddgHrIfzGeeDunKhuLximvflHLEvfuwwLtiCffbEAHkxeHiwfLkhGxbsHKFHbLrJfEirnHHFKHJehrEHs",2048,0,5171, 386
"[73]ybHatHHGHKxIfcwFsoIniEFIIKbILIKIreIbEfbvdwrABaGKGIwFICbEnGqImBzIJkpwIFEwD",16384,16384,4739, 387
"[83]psexfcuAjmwfEmuBsklxAxAtsmicErAEDrLecuKFBAbLmrpoCbzsmwDJwqjmbyAtrBHxjdjzcaGmLcILHnI",32,8,2752, 388
"[119]qxniccwiFnDlLBFaxuLEDlwxKKeAxHnafbvxxsfHzIHavHwueGbiBfBHHKHeEJEdEnCHsHvndnxaJbouHhKgqqlsLlHjzLveknHvxqGlACHHIwvqCEgmjqd",16384,16384,4552, 389
"[88]jbizfvxggeHsHDEHFnEhdHvuJhzhjekhmLzGFEqKynJimjjAEtKagjIIojgIELhEupfBIKGLIovqGJKCvdDqllJA",32768,0,2028, 39
"[66]AjbGgHnLnAnIEwqFdtoinDkuLFHeLmKHkByAEttEyelDwthLEJEwotGBqDplaxzLcj",64,16,2992, 390
"[86]HfhfGEhlIhAyHtHGhcaqixymmHbaxuKHHbjljukjbsJcJjKvHHuuzFaidbjdlBabbwzlGxwnsjJryrFrvGFiHn",131072,0,1227, 391
"[92]CxeKtkHtruomkBlJempFAlHGlmavzwufKHbiqJADsliAcjlJvuKjHkEuBgFdrfIEseqswHrDcsvHGFHdKEwoHHLJHHuG",256,256,3247, 392
"[95]iHLvDAovInmttkHdyezfjHzwHbBcBaHDJhrKHvJHtHKoHGlJiqmdkHaHkJrdeCLtynIyAJsIboeKAypAqHiLyGdLxboHCHJ",8192,8192,3747, 393
"[32]czcdxBuzAHLBGILqxmlBFhHopLvilhxF",32,32,2819, 394
"[74]kwGHgFpGtGrmDuIwmiGihosobqgHkHEAFizosCaeHFBvKwHiwHJFsHtwHeJDehEugzBgqFEHcA",131072,131072,4290, 395
"[78]AcgHdutBuhIHiBHHrHurKfEHJBaokmHfHkyKdswHuymzpiufALzbemzAJzHnvHHJoHtvBAyGzbgnGD",32768,0,4683, 396
"[27]crzjHgtneoowgmyLnIchjwjLFGL",32,32,2699, 397
"[72]paaIHfIbFwqiFDwyvqvriHdttfAnxHHvtHAlBGykguhjBeayloaLhBKbHdJHHybqGrJHuGCo",4096,4096,4280, 398
"[86]FxtbthgiGfnGDsBvxsHpBovABGbgbHiHBpdIyHuKmjbHoirejdIIhsDKdukFGkapzGihFeIxmxqIrbjIBKoCxG",8192,0,2717, 399
"[26]HLcnIrhrBEDjhmdpLbAgBGgmkL",32,4,2620, 4
"[66]ufHaIHcHmzsHrFaGbgnmLDitGfftvlHKIuaIIsIHHBragkvGjuArFhxvyEtDdBaeJH",2048,2048,4318, 40
"[95]qizDztFGHGDyonmEfdvqoLDAInacvDvzzijpFcvEnoFHpAEFgildhFfmytHwHFeKxgHdHmcDmorJAbpqHKDLmwDhdGDwzkJ",16384,16384,4593, 400
"[87]ciGDCHDuAzlvEmDvJolfkzIDAJfmseEIFazxwcotymHaKHHJwDFtxqrtBgndDFBlyewmHqjHJdApnhAHtHxxeal",8192,128,3667, 401
"[105]CytCGrjeskqtCjBAsGBDlCvfDxpirhuHIdybFbwuzfjfHHkufmkAKwvdBEmHHziEoHBnhuwLgyvxjJmDljxKEqnEtaxagmAAunHmuwfde",8192,8192,4184, 402
"[74]nclGDnDKimElnHBjIsHufiELHvFHsEsbnvgABAvBltxbiLlsHJuxojiLtHEFnFHKIInkvyEIIp",512,0,3964, 403
"[107]hbFfgndDKAfmAdrlbBcHpClylcaCAocLJmxHjgngbedxGcgslHwJvHGoFjHHKjaHIuuHhHJFHHtGJCgirCFyzoABbbHdpoEwgFaIdDBrBdE",16384,16,3541, 404
"[67]HeGjvFgcLrGrbdlsemhpaHhDvKFGjacEyCvhbljeEuenuiECFGoyoesolFzfctoGILv",32,2,2710, 405
"[57]sbwLGolcrdGlorqnnsxGEeEHFnxcEILGysEfzlBpbiFphwqrxhHhLlFnK",64,64,3023, 406
"[96]ClDfnKhotLaAHbkbDcivcdErmfJdBLrFtCIExDxlswfEKIDxxckqepcwphsufvrCsosharFuAzujswarucbotqHzGALcnIGL",32,4,2632, 407
"[74]zlmkhcfcAqgwHfibIkrLHdlHostGdHFKfetvatjHilmnloaLFinHJplHwuHeAeGlJvaGLFxEnm",65536,131072,4009, 408
"[99]pvgDzwoIjBibmnGhLaFpDacivHskjIAmlasbhHpjCbejBclhHzHsoKayfoHdlcnHJyFbCLFGHAIsAIeKdwEursxEptmkFkdHLqG",2048,2048,3177, 409
"[63]GHvLvBnIyhaeLpfDmahsFdBLEDrjpplgfIlvGcgbokwqcdgEEgEohBFjyseoxLc",32,8,2564, 41
"[68]aFwwDLiHgIBmHHHKyFnEhbudxFaLfftorztlgdbwBHiEEkaHJmdoDHLxBBHiHyKHAqHG",524288,8192,4052, 410
"[26]dBgzwglHyLELwBcnIwkflxygGL",32,16,2730, 411
"[100]DnanbeskFusyoaHbjcnfcxcCflcxIEHADacegfCfbxqIfAIAyqjvedIfsuDvqliezHsEbBmAdqGHGAuDdcsbaHLrzBrKHJHHEqKG",2048,2048,3840, 412
"[57]dJLElKkHpDDceAEDkaFgicchyDocIEcDdnkopGDrxeLtekvLIjrvfpccF",64,4,2435, 413
"[74]yhczqmDHdnmhIkekkHHqmjftpGeleCewFucyyIbhygsfzukjKddLlcHtfvHKiHwoyEiLJwwlrG",2048,2048,3822, 414
"[63]qmGlxnhmbpixzFvelHEGdxnLwDeGprHdyCoEzHtrhknBjBfrxoiilyLBILHnIju",32,32,2737, 415
"[82]aHrIHFsvHjDeKrBvuHHgoKLzaHtJFdlHktsEHKEHJHHvtmJeHKivHiiBHtGFurGfqoseathBodCmHFyBya",16384,16384,4385, 416
"[102]lCupdnzudyuAolHzavsiwHvDyHghFaveJuJsyixDsJfsnvlCFGeGFewwHIDbvGADFqBAFHFflnxkHlHutpjxBzmKkjFHHiJHHJBcqr",1.04858e+06,1.04858e+06,3936, 417
"[29]xmaGmqaihsHzdLammBIgFxbjEELHd",32,4,2789, 418
"[94]upwHGngqtDlqueohiwBGggolIFFhHoFGmxlAovEHDoEamAskLrmCKfjtezAIvldLrmEowgxdGlyxibEdhEwHHgndjtKHiJ",2048,2048,3719, 419
"[23]GormwltwaLzGHkLAyckbLnI",32,8,2776, 42
"[101]EfEovHIxmHAjEabxHyABckhubrvldefufFlttBbsdnHcHxuKsHfwkkpHJFGDmiezBAwqHlyHIsizLGoCgyEvdkouIHqhroofulsFm",2048,2048,4397, 420
"[102]LHAkiofCiFheelLfLEuFyznafIdGEDiDaeoCmymqxEzBvgDBLhvopoKvEewiyteoILaDLjmomreymEjssqxKlcmIEcKoplLBciBvts",64,8,1909, 421
"[95]iBwbiHsEIuBpkHHHbtzzmcesKHgxxwsdDtkdxtkmlBHlgcJxhFusCdcHHEJqnGhqAICvGAdApFllAvpGnqFslAKcpzAvphw",524288,524288,4328, 422
"[71]AlGzaHexlwGGpwuLnIskuDbcviEDvHFllwIHouohglFHaIijeJeBCwhdjaABtgojzgdLBkf",32,4,2701, 423
"[99]cCCqJwuhclwrqKqFwEufzGHooIDaKisEjspLsJlLxirtridGfsEHBgHDHLvLfBHKGauErHCbmyhpqLGBzJHgHEGEGKvGbvFtFbC",2048,2048,4751, 424
"[54]jiclitrjfvBEGilALkHFDdFiltDGdmIdftmedxgBELylLcncILvLdz",32,16,2633, 425
"[91]qaHjHHCbipurrGsqHaDizpmjaEdxJHHEKDvAJbfsbFtqzxasxCCDxuLiboEyuksnvIIotIgCfwGhGIvwrKIzmBjoxIG",65536,65536,5348, 426
"[77]HIHknmHrlvvuHwvHzcAKeEfIhlLmvIhIouIiGBKqzbKGCFDcfGDGLdbGvsaIjhGteshoDwdCIzjmj",8192,8192,4611, 427
"[89]ugqwvaHDuppvfIHfaHmHvucrrHzKogxzHJusLLEgehFHngEHuKHJbkdBHHcbiuEJAHxFfjynKxHtxeeeGngCAlcIJ",8192,8192,4988, 428
"[98]LaAtaHyIfnorHwgsabehHLlwlHKwAHvykgcdwDppvinlsgbuHzdJHEBFjmeHbJFmtssdmrybwxtLmGKwxcaDpapHvGdJziwotA",32768,32,1445, 429
"[75]qdGAuqHcwrfsLIyzhGwlDriFskgBuLFAHniAHaHKHsvHawvmEJuwHewtojzHnnJHHxHFKHHEyGL",65536,65536,4340, 43
"[95]nADngnuckmcbHAtjAIsbfjdHijFFlCHLzkCCHhFmjHcdszKgsvaanvmHmBJbDnJsIJbnrHjypybCtuxmjBFEGfpebuKCozf",2.09715e+06,2.09715e+06,4403, 430
"[105]iwEEHhxdGLIApGlGwHHvfKjHEfHHEBhpiyffGxJtHogHijsKmHHJmHyGyvjlGiCIBgebcBFnbouoguiFuoFbJxJejLGwCgEteGfFECrBx",2048,2048,4348, 431
"[81]AzsoHGIvwjiHwvqfAuHHHyrBjhvgKrFyHouLseJwHHBhtLisKHevzgvJgHHaAjmmJCdHKBGrqHusIjycK",16384,0,5222, 432
"[82]EHjndcFoDaazBucobdwcbrkAbGABpJmyjltbjGmxqlyiIopfyLwHpjLcnpCKHHsGCxailzzKDvknbuHHAt",64,32,2730, 433
"[82]rELDAmzHmAIHradLHHHlcElKuHJHHKzBnBgFHnLJdHlHtJHtyxBGqnoIqqFlIpsdAJzzoqcmeHnJfhLwEz",4096,4096,4435, 434
"[85]pHLeymfHHxbHghncfvElntcHFnDvkcnpIgkrxCsHlnLqrKukHIwwfwjIIlIvIwAKLBIIqKIhIwouLGCaoFonm",8192,8192,4845, 435
"[83]nvbhHwGAgnAqmFgjImsAoymiHLpDHuGHbjunBtzEFouKjyxfLbHsowsHaELlGJtfkHiFcFrfercHLtJyykE",65536,131072,3479, 436
"[67]lAvmsqHvmFtudtIAHklncFvBGaLBhvrfLvyuqLndCbHnwgeLGenKCafhtvbdidDaqIf",64,32,2744, 437
"[99]CmckLsBDBcvFijelGGDtcErFdeoeLGwlfaAHddfbIjljHHvsajBFwpqmnugsyhfcsHlrtymEmjKtzwzBHtHrhgJAyHHqqxHBIbs",65536,0,3492, 438
"[68]BpGDiylfsixuzyjEHxIHBwGpAxgEHHxHdpGmKAeocyGgddjvaIIjAEIFnBzInKbIrgEx",4096,4096,4794, 439
"[100]HuauugxkmEayIfjuwaHifHzHEAKeDJiJIwlmBqaiCqukLbBHLLjxjoCEAntovCctnlHELHFxBcngjAFlBszhpIuDbJGrCacgIjmq",1024,16,3440, 44
"[99]CiyCieDuEvjjdzGKpvgyeLnnBzlyklrlHmbIygHzylltLgtHHHkbKxEymboDimeHfBjsluFzkEJkpjjaHHwKHuiJHAHutxGmCnI",2048,2048,5603, 440
"[62]uHInHtsjHEiHuLiHLKlrAAyAmHIIIBsIIyKIzdrBqButyLDDfIGrytGACauajH",16384,16384,5213, 441
"[65]cHGplFBIHcHHByoFxjhHookecAebzwzrzKtsvHIIIfhuIkIhcKdIqppIGakwhfGcq",16384,16384,4998, 442
"[67]hnDszoHIkkgFwmLxHnilHHgaHLbegKdbenjzctHIIztIIIiyKEqABKaFdcgBexjEAGh",16384,16384,4003, 443
"[102]HaeulIcHqBryHLjsFdfjHpmlhAuqvurhDpmuDnlciKHLHkwtfnhiJFGsHmFlniDocsesccnHdhdtJHgHitAbhfkHKHHqfAwiGCLzaG",524288,8192,2405, 444
"[82]wdyuHbswDDpvdcnGazBhiilcGDkzItHdEkrHFHEahfmizphKqfvtJrpkjIIoIeaDpCHFznDkbstiyxrAtJ",2048,2048,3276, 445
"[71]AuazLtdAgjHIvunHcjHGjpzkzhHHaKehmHuBcrDbnJDwDEDkGHuvHzbGmquxDAvvqavAAjf",2048,2048,4228, 446
"[96]DmFDkDymbtcbuyxytpzzoGpjHIsBtHHpCyhnmzHdAKHHigjBtJEkBHdHJDFyHvmFByyuAphqCaeHjmLliuHGqfoKmcbyuqEe",524288,524288,4888, 447
"[90]awsrwdHvHHpFAbfjLmcHetlKvHIImIxctfIlDmmbqtIwKIInthBGmCLopsJICKibJBaevfyIjtIhKyjIqxhjzmLEfJ",8192,8192,4366, 448
"[80]frymHpKoehaiovIlvHCcjxnLFuEoivjFwHFkHoJHiGKEseLrHwJHHbmrcFKHJmHHaLEGliqyyorsAeHA",8192,0,4884, 449
"[84]AvkFtxHIHxezeALFHmjKHclpFHHDgJvHHlkErngwqKHHzalrkuJeuykGxEiHuJHHHnaxmrGCsLcnsofxGkCv",16384,16384,4600, 45
"[29]BcGDxbBGkHwBLbmdyxmxksHHEHwEJ",512,512,4122, 450
"[103]gGqqkCCtdwhswKsgtvxllxBpcGgtFkelxmrhABfmxmdqKyuneCvDnrsBzejBmeHfrBuhvspwqIcsAdAmHHHKndgGHHeJHmHxxJDHDHt",131072,131072,4397, 451
"[55]daepxmthegvgGjsfiownivujovyHFLhhsnvEcyicDchnAvGDqKBIlLw",32,32,2713, 452
"[84]GnwtlfDAjHIhnHGcfAdymjLoJoiupcBLqHiFvbsHlbEHjKHJmjHGfhrbHhunjIHtvviGdCBnznpLGKJFuucu",256,0,2683, 453
"[114]AbrsHyxqILDEHgHGvfdaoGxdjjHssFtKdiifwjrALtzmuxpgHoxpcsHJoKdzyByGqxvCzAGhnwAAGbBqngvefaihsIhiKegBogqvdgznKppcFjfHtk",2048,32,949, 454
"[90]umphDHFkwrzLvLovbblmHgGolLsLIFfGBLnxrGCvrhhbawwGAfxquspoxFkCzovAuxwGJyAFyuuDJmygssJwHGwHJw",32,4,2768, 455
"[101]yDglzqFyzowHIHdhguEHaccfHzkHuyKBHJpmhHLHqEJjHKFayauoAsBkvHnHmiGgJHFvHHLHFHyyvGCgnxiDAatkviKqoqhhfeaho",524288,524288,5583, 456
"[81]qkHrfyBwImbuHGHgfdHKEopfhHFHBlJqoAbyFEEtHJHhHrlaHwHBvgddlGiuwppKDsdFwlDuAbcqKjsxL",1.67772e+07,1.67772e+07,4483, 457
"[29]GfwALrmxlFHaAylwELccncIGFmLdG",32,16,2701, 458
"[65]ddgloGtGmbDgjmffugojfwecHILonGHsyHHHGKmvdllwEBwHkwJiuHoyEHtKHJgHH",2048,2048,4680, 459
"[100]CBlbIDmIlLhCqyvgaxducnniexsfLsBcHpaovxaDGDqeDvslIEmlylHkvbnejCcHbLHLzduKHHkpApsxCbfaEJAByHHhvJozBxzt",131072,131072,2895, 46
"[84]GmrhqlHadvnbvtIcDEezsvxGiprLtHsHiwfyoJEtnEoHlsdvrjcuyEHizKvHdbyoBFedJoHczHAxBDobowdw",8192,8192,4990, 460
"[39]HrxazatbBaoeiGzLccncIvAzLuLdukirLczdxum",32,4,2759, 461
"[85]zzmrtebanvzlFnjhDJmuGdAksoLzHIytgDLfHspwhHfahpnpuHtFHovlnaeGihppadKmihaGLaHaGJHsjHhBG",65536,32768,4282, 462
"[51]nzunxxglpAFlHBEaAGuekcitGexDffLhzxyILcoHifGsLGanKhl",64,32,2711, 463
"[99]yxxfzuLhHsxctAmeIyujHHHHKepdueIcuIkguBBIcIoyjEzKqIrsqklxIatrAajdLlkAyurzxpGqevvCidhAFLFaepmwhfnvbfe",8192,8192,5051, 464
"[68]oevHLFALeGgkDnpdAfIoqeHHEnxfqBjAidgpwaaHzHeFKyknymosbGHkJHLHmKyLHEgJ",1024,0,1194, 465
"[98]qHLHsjAwickhxuflHidlmmmhdgshHziKLzjtHumAbryldIiLfItIvpwhbBIfjIKLqIItbGCgtlpJBHtmxsJaslzJssjKeEKgpj",8192,8192,4553, 466
"[49]wDsivHufaAchmhekAevglGwtFrhIHDtwHzHHKHBbEJqiHzclH",4096,4096,4377, 467
"[75]LsjFmwGtzxfEDeLuDJuayJwHjmbnoHDrdhFalFsBagimuBonwupxjlhbdHicAkLLLIBplzmLyzs",32,8,2218, 468
"[85]fkcEuEHrAwkmGIbshinHuaHeHeGtHnAnedmEhKwIIokLbzIBxIiAvjowLKqvtIxIwKoKGIvzeIKIIvGCwHvib",8192,8192,4263, 469
"[107]yDunltfEvteuoypKphgypxdvnvwtpldGjvlLvikaHEIuAjHthlDdHmzckxHyKdiHAHJHbicHvgkFJEqdgfBkEhDrtHnmGqczEgGzBrHoifC",1.04858e+06,1.04858e+06,3991, 47
"[81]mlalLvxvthByzgEHjxuoggDeliaKuanCDDqEylsoLzagkILtvreHlHiksavjKHHLHkuJHeHsKyHsHKGqC",1024,0,2889, 470
"[95]HfIHcHDnvHhgAHKIwlzolcAIIxIKhIIoqdsnEbLiJlsGCKxdotmGCamLcEHCanCILItekKiHlmcgqhjcIhphvjjnCEjldrt",8192,8192,3858, 471
"[70]HHFvegnnqFvhBttxzHHkKnrnakxIsLxrzacsIgtIIfKIIfKIIKIIAFrgFxgeGqrwAFfcAd",4096,4096,4669, 472
"[109]edicHIHzvHnfoHHKHJDDHHuGGjcqthvkfAoxmzzKwfjpnefwiGeCJImHEEjuAAasugGfmqFjhqlfwzdzBupfhLzygrwAxqeyGIxleLCjnzgAh",2048,2048,3949, 473
"[105]gstDGDsyoAmhjGFyyfHEEapJAtfzfIcHrbHDDuizgoLbulqAGbIjCByjeHLndtrzDzeoLifCzliurAiAyIowKuEraFkHHtEFccEJHrHBq",2048,2048,3728, 474
"[44]izbbuAjAgHzroFBsyjlbkbGsBctLnxLnIkdbtLdtxEGl",32,32,2601, 475
"[97]qHbwBdtbclFIqrtiHHEalxhEBcdpzywDsgyebHwbvjKrsHojjjHlophGdmkAoqutueDlfuwfjmEcurshJALaHHfnkJzakgtFG",131072,0,1054, 476
"[41]GBCHfsAEIeGmtkgepvDFlkxkccrxrdazsHLcncILd",32,8,2675, 477
"[102]jgnjCGmqImmjCLlpfvujvslzHgdqGIIwqFxCdggvnFDDCucGnLmusGnpuDgwknEkcBAHvIfBecmhkHpvHxrFeHkmKrHHJHAHJzDdkr",4.1943e+06,4.1943e+06,4691, 478
"[56]vHBsgeIHbHwxwAolAyHxvivvfwBwGiHBKHlJEoLgHHpjImqsklwGdzdC",2048,2048,4130, 479
"[83]meicDBeeHjdwLlxsGHLnIALcCGnqFECghsbrvuEmLpLIKapvsttHihsIBlaFJbfjokDFqeqarEJBvpeAoAy",32,8,2552, 48
"[88]unzxFHnxmtyoFFdiAFzAGLIEFdALcBacqHHLnKCaJezqkaaImFtzJccuhkbgajxnvhpxIggFpcnfoubaJfdJxLhJ",64,64,2886, 480
"[40]difbdpeuHaipatGfavspyyLBwtncIvxoDcoglGhL",32,16,2577, 481
"[78]cxmncxatgwichAjdrHapbktaErynDlBrEAehAtKtnjptpiAEHuucydErLcffgnceIezLeeAGBttpsx",64,64,2775, 482
"[87]ubpKtDcHsEcxFufgxiewsancpFEnnDimgyEeprFgBezaGBxvmapjFBFEcDIbryAzGmpbbAzwgkDhIrjBainzlrd",64,4,1319, 483
"[91]HfeItdHmkaHFmnoLeFHhHdByfnKHjtJHDsJeHKHwHbrAawjswlFtEJFcHEfvLHeHmFHxHGjjdaiqCxutEqfzCbxHBfr",131072,0,3292, 484
"[92]FDyynwtHaisakIHBFgEwecgsDzKfwAvGyGcmydfEDsrlBAGhAfmFLDtnwdduylHbKlxBHaygcHisjcHJHHydidKzHHEG",1024,0,4300, 485
"[28]tjwwrEiHgvniLGLcILHqwxBkAsdv",32,4,2703, 486
"[54]mgtmttaAdlnGHGptGwsfsuLuEnaInEvLaDKbxdrklrGtmCDcGzlvrj",32,32,2724, 487
"[103]HuIHhHuvkgHpsmjHrsraakAlnKsHgpqnrJuHiHmoHBDzgxxagccBhnDrEdfjHDjvAsEKuvntysotCjtnHmHKvgalBmspGljsrerDDFx",2.68435e+08,2.68435e+08,4155, 488
"[76]bGrHtcGooDvtIxFHcGgbuuHHhhjytxifyFgssamLjvmhczwKiHHiyhdzAfjEpzjwBbJgcHHguEDe",2048,32,3951, 489
"[107]kmgwcchtzgiteexpKdwsDFaiknhlHGHdAHhxHApedHryoJJjhbAnLjvrEuckcBcLFqsqkHDfzDuBfjiueJawlIaIAktpGDCtywdjpFdFpve",2048,2048,4613, 49
"[78]mnzHItDqHsaljoqGeHHprHDHuwKLoLHsnxpDxzueJGBHgGHkrKshbsyHdJHLqxsEKdHfFHtDGyDvgz",32768,32768,4363, 490
"[64]eGkgrtHvvokjbfzDjIkLFHHmrAtmHcgxceAgEKwyLsHHvBLFsqcefJHHxyGlyCaf",1024,16,3320, 491
"[69]aGGHDbIatrfADyldeisdpvsEsgHyHpttznHHwncrKHaeJBgHHosGCyKlBAzknlupAfkfz",2048,2048,4547, 492
"[104]LaHBImdsFcCdkdHkHfHHKFjBvjrstEHcIImILIkDFbtwkbFqfveuDbqFeympgbKgafqGGsdEudIniLKFkIImKIvIGqDFjqgrAabDyeGG",4096,0,4812, 493
"[60]hFHuIEHblFdgEHaeHeHKsIiIIcdendmmdiIFphEgKplIhFIEkaAzkGqKtnrI",2048,2048,4409, 494
"[97]efmeCHafLCbEnoxLKaEHKEdGfzKpAuenlEbofqHtlkeIgKIqshyGsdsACxGdtjcbxHIxHHHltyAHKbuHwJeCfyiiHHhKqHtGC",2048,0,3753, 495
"[103]DJuxgHLADeetoxhhueecezDCnuazIeemLdyvkmnborntftHoCeBaAwHbFHpAKHjtbHeBJawxHesyHuzgAJczwBehGnqdxHDwbwGquho",65536,0,1262, 496
"[91]DkghwkyawhunlncDjmeDLbhbpyvGGmFHekjjGtngkoIxigAIdHFEkiivLHHHKHfJtHbHKHJiHwjHJhbwiHuwjGCDLGg",4096,4096,5631, 497
"[92]HILeizjuaqHzwLoKBohadAppnyoGqcevbAhFdqDnoDuaqiGDdCkperbeCCEzytqAysfenurkdGADdGaLIucLLcduFnEj",1024,64,2941, 498
"[48]tkcpfGwqGturnwhwzHmBBozaagmxugErLsBcnIplklptLddd",32,32,2194, 499
"[105]DbubdAvldnAdAxHmIczxkayexEaDnFJAipCvuoJGoIFpuFlCcyfsdsdAitvstBGHLnIlLCJgmhBqBFLmpBzzhiAnbrsAdCjfoEeLyutcB",32,4,2628, 5
"[98]hyynpFoducHuDauIpeaBbekydfjwmfkfetAGtgHpIzzaFxjxxHLklHdrkgHKrauBHJLHHsnDGCadvkusregdBaEkgkJuaGrcFf",2048,2048,3299, 50
"[90]ceHDrgciDeFAjrjaIHDHbzokvHHHslurmKIrdIIDLqEckExLEBIKIyqDxqmqbnddpzKtLGCspufiBssjkDgptepyqi",8192,8192,4279, 500
"[54]zGziewxdtDLnFthfaLHtmbwcokmIHvHEzdHlBtldyHKHBEJHqHyxJH",4096,4096,4362, 51
"[97]FFimLxFFAayAknllHuBdfevjmjLnIJmfpnheBezmGbxmKELFeBClqFKzIeisqHjLnKbgdqdejElEufccqJstJhyBfczadBHBf",4096,256,2780, 52
"[83]mbpeKdtteaunmAHAvdicfcdGDFixJgJrDuxlCevtwcFpBffaoFnbEDarCbHbJAEsBlgGnJKbglGDdltwIms",64,1,2946, 53
"[124]pcbktBgcHBImFwAdHuDneHhxHHxiupmnpxmstsetxKFsLHuyJHHuBilFvhKhLyrHqJHaqkhjHfJHoLKlkHyHyJbHgHsqKGCFjhawIGCKuhJIkAFvsihHpiLemcyc",65536,65536,4806, 54
"[102]BCGriwkugGssFyKfJygnaabqzgyjfqsdCxhsyvgnDFbbpnElsjdroChcanBfoyHrAwIHvbtBjlhnmeklgnukfdgGbuHnfHvruKHHsG",64,4,3013, 55
"[104]qDGeggzDbGoCnkEsrdHbArEhIcyoaLnlAgAkHdmLkltFzvLbrHnHgLlgKfmGAdHmusHnueszwJaslarpdzafumAgrHHJphAFHaLFEmLG",65536,16,1882, 56
"[103]ClHdohbEakaqkkFaehginjyqBcGrEBaFyHAtyznCKovIwHEIgKLmHwbnzHfIGDKxCczHHyojEaAHfhyhjlpevmlHfjsjdmtBKHlJnDw",2048,2048,3419, 57
"[99]godHBIBdFfhHHeagHDbHtKeHIIIyIIaKIIEKImIdxGCKqKCKddDsskCrcjrfKpLjGzeapJdxGdniignvjAzhLeyBBkfjvkntjsH",4096,4096,4274, 58
"[74]GvDFrwBHaysnaKkFotHHcsJvHBgitHAnhBaHFplfHhJGglHgrxufHHcArLcsABzALKHHHqEyEq",1.67772e+07,8.38861e+06,4436, 59
"[49]keFrExbrAypLgdnzlevqLcojHItjpsBakHFukksszLGqgbwAr",32,32,2687, 6
"[62]mcmnhfbjwpqnrwtLchBcHjoLLGnICHLjuuwqGCqtEpojxnLltDmJnBzDCxCepl",32,16,2698, 60
"[103]gwtHptGscHBrLHEfkfxfqHvnKlkwIsIitFancmtFinpysogejzrIyBvtbgAamlImeKDGvKtIIIuGdItjEhCCxfweACJhnrCqtClbACI",131072,65536,4328, 61
"[89]yyHeibzIrzgrfzagcgHLhHiuHHAivlfrKbIIlmBkscIieElAwxFuIKIeLBoCsIKqxomrncFIwkIxHrlGAqtghJtLF",8192,8192,4654, 62
"[70]gApauGBbABzGxtHGEpKDxcCycjGBuIubnkpnxysuLelndIGnDrnhAHlexawFLpqKcoLdvm",64,64,2800, 63
"[54]HItHpusbagAfGvpckanpvybDICcrjBrktcEagoAHHbHsaCfeKkBHJH",2048,2048,3744, 64
"[113]HryyaiIlBneFaddrBHgDDxFKgGHiagisHeFmLjhmjvnympuaJBngplbHwrivAHutrbHxafHyjlbtxEuJHlvEHHFKwugannHhHivFHtGnCLcLnjKit",16384,16384,3252, 65
"[100]eCxvBuAkayrhbzhqBFasHIjloyidBjByavHztFkHytildFlEAaztyuAgsgehHwxdFpawGHKIfIvIInvgtKnuzAIImxlKIeyIJABn",2048,0,5221, 66
"[48]xhmjpwlyFHbIlweuBLcGHysjzriGLghoqtcczmsaesLnKrzm",64,16,2723, 67
"[94]ogEzzhfGtpDdbubdBdAtLcuautLBHuejhcuFAiBctLGFfrhnICpnxFsGiFfEiynipIEudoxIHKrHqJpkyscsxmHzuendEr",256,16,2733, 68
"[110]oHzjAogshEnFApyiIHHHBzxfbKHfjrHGGeiuJbHhmubHwyJlFHEoGqAhpsczKuGadKHvodhpAskhBaoIxcgCanzKeBczqralALbdwqjDuqmfsI",1.04858e+06,1.04858e+06,4485, 69
"[81]gpIqtqpoCdAcozHsIjEHjyGrbHjHwcKitDxyKphApjLAGscgblBmxgaeHggBdohcodwHldGBJkfhdyEme",65536,0,1891, 7
"[46]qzzazwGHGLLrIlGEjxLvLEABaLLfAcBttcnwmgvpHLnKqy",64,32,2945, 70
"[51]qcsHIjrzcmocvaslfsapkggbadDhBCccnHHHjmAiKHxHJHHJFEG",524288,524288,4551, 71
"[114]olDzjBsAikkwLaHfBtqiwtpkrzcvhktaIgiiEwkEtxLHHrHmrGuklhprysiBfEmknKLwiLuqHGocflcBHJHaHKkAhoDJGhvrwepbywiEFeJGCxztme",65536,0,2150, 72
"[76]DwGoHrtaIDGcrHtjnHwcGcyrsCbHAyizpwHvrpkvEKFbLxAcHlGesJojxqHHyIgizIyFxawxGdEb",2048,2048,4592, 73
"[102]CgcesDdrwEFzhpGDyknyAlCnjmpeqeHrwxteKissGptyxHHmJHosEhjzlLBGHLIqHCLKIiuJbcKauzctJhvapDhKwKEbDnoxHbLvxD",2048,2048,3183, 74
"[78]GLjcccEcvrLcgHgvEFIjeAoaoxauLhLdHiwDmDqLxvEiGoEntFlrfxsDKHJFHtuAnjrfGfnELcgnqc",2048,16,2504, 75
"[79]qfHELiuiIfAanHGvdiwDuitqFwFeGhHuHuFkeHGjAKbsIIdkjxfalllLrIvnEyshiIBBcaLKIqEIvrG",8192,8192,4338, 76
