"","trial_number","genome","merit","accuracy","genome_length","door_rooms","exit_rooms","correct_doors","incorrect_doors","correct_exits","incorrect_exits","doors_taken_0","doors_correct_0","doors_taken_1","doors_correct_1","doors_taken_2","doors_correct_2","doors_taken_3","doors_correct_3","did_repro","repro_updates","seed"
"17",16,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.60288e+16,0.777778,100,162,36,126,36,36,0,36,36,46,46,80,44,36,36,"True",2332,1
"18",17,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.68935e+19,0.753036,100,247,61,186,61,61,0,61,61,55,55,131,70,61,61,"True",3634,1
"19",18,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",7.20576e+16,0.735075,100,268,71,197,71,71,0,71,71,76,76,121,50,71,71,"True",4104,1
"20",19,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.36118e+21,0.750903,100,277,69,208,69,69,0,69,69,71,71,137,68,69,69,"True",4092,1
"21",20,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",9.44473e+21,0.749141,100,291,73,218,73,73,0,73,73,73,73,145,72,73,73,"True",4282,1
"22",21,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.74878e+11,0.705696,100,316,93,223,93,93,0,93,93,60,60,163,70,93,93,"False",5000,1
"23",22,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",9.22337e+18,0.755365,100,233,57,176,57,57,0,57,57,61,61,115,58,57,57,"True",3394,1
"24",23,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.36118e+21,0.753731,100,268,66,202,66,66,0,66,66,68,68,134,68,66,66,"True",3970,1
"25",24,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.77789e+22,0.769874,100,239,55,184,55,55,0,55,55,69,69,115,60,55,55,"True",3483,1
"26",25,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.8823e+17,0.765625,100,192,45,147,45,45,0,45,45,46,46,101,56,45,45,"True",2774,1
"27",26,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.76461e+17,0.732203,100,295,79,216,79,79,0,79,79,50,50,166,87,79,79,"True",4512,1
"28",27,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.30584e+18,0.732026,100,306,82,224,82,82,0,82,82,70,70,154,72,82,82,"True",4662,1
"29",28,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.47574e+20,0.734568,100,324,86,238,86,86,0,86,86,75,75,163,77,86,86,"True",4884,1
"30",29,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.36118e+21,0.757812,100,256,62,194,62,62,0,62,62,53,53,141,79,62,62,"True",3732,1
"31",30,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",7.3787e+19,0.759657,100,233,56,177,56,56,0,56,56,64,64,113,57,56,56,"True",3394,1
"32",31,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.41785e+24,0.804124,100,194,38,156,38,38,0,38,38,59,59,97,59,38,38,"True",2626,1
"33",32,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",9.22337e+18,0.76555,100,209,49,160,49,49,0,49,49,63,63,97,48,49,49,"True",3042,1
"34",33,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",9.0072e+15,0.720497,100,322,90,232,90,90,0,90,90,60,60,172,82,90,90,"False",5000,1
"35",34,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.1259e+15,0.754011,100,187,46,141,46,46,0,46,46,48,48,93,47,46,46,"True",2796,1
"36",35,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.90296e+20,0.754864,100,257,63,194,63,63,0,63,63,65,65,129,66,63,63,"True",3781,1
"37",36,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",9.22337e+18,0.730061,100,326,88,238,88,88,0,88,88,68,68,170,82,88,88,"False",5000,1
"38",37,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",9.22337e+18,0.77,100,200,46,154,46,46,0,46,46,52,52,102,56,46,46,"True",2835,1
"39",38,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.76461e+17,0.744939,100,247,63,184,63,63,0,63,63,61,61,123,60,63,63,"True",3712,1
"40",39,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.84467e+19,0.730303,100,330,88,241,89,88,0,88,88,85,85,157,68,88,88,"False",5000,1
"41",40,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.6295e+14,0.777778,100,144,32,112,32,32,0,32,32,48,48,64,32,32,32,"True",2106,1
"42",41,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.6295e+14,0.730159,100,252,68,184,68,68,0,68,68,60,60,124,56,68,68,"True",3918,1
"43",42,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",7.3787e+19,0.740614,100,293,76,217,76,76,0,76,76,70,70,147,71,76,76,"True",4456,1
"44",43,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.77789e+22,0.761538,100,260,62,198,62,62,0,62,62,62,62,136,74,62,62,"True",3778,1
"45",44,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.60288e+16,0.747748,100,222,56,166,56,56,0,56,56,45,45,121,65,56,56,"True",3276,1
"46",45,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.8823e+17,0.74031,100,258,67,191,67,67,0,67,67,67,67,124,57,67,67,"True",3906,1
"47",46,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.36118e+21,0.736527,100,334,88,246,88,88,0,88,88,76,76,170,82,88,88,"False",5000,1
"48",47,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.15292e+18,0.75,100,236,59,177,59,59,0,59,59,55,55,122,63,59,59,"True",3496,1
"49",48,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.47574e+20,0.741497,100,294,76,218,76,76,0,76,76,62,62,156,80,76,76,"True",4393,1
"50",49,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.81475e+14,0.747423,100,194,49,145,49,49,0,49,49,40,40,105,56,49,49,"True",2914,1
"51",50,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.84467e+19,0.735294,100,306,81,225,81,81,0,81,81,73,73,152,71,81,81,"True",4574,1
"52",51,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.49756e+11,0.70625,100,320,93,226,94,93,0,93,93,66,66,161,67,93,93,"False",5000,1
"53",52,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",7.20576e+16,0.724138,100,319,88,231,88,88,0,88,88,72,72,159,71,88,88,"True",4915,1
"54",53,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.9807e+28,0.791165,100,249,52,197,52,52,0,52,52,74,74,123,71,52,52,"True",3477,1
"55",54,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.68935e+19,0.741259,100,286,74,212,74,74,0,74,74,68,68,144,70,74,74,"True",4308,1
"56",55,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.44115e+17,0.736059,100,269,71,198,71,71,0,71,71,53,53,145,74,71,71,"True",4102,1
"57",56,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",4.39805e+12,0.708978,100,323,94,229,94,94,0,94,94,69,69,160,66,94,94,"False",5000,1
"58",57,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.75922e+13,0.788136,100,118,25,93,25,25,0,25,25,35,35,58,33,25,25,"True",1738,1
"59",58,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.8823e+17,0.751111,100,225,56,169,56,56,0,56,56,60,60,109,53,56,56,"True",3305,1
"60",59,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",7.3787e+19,0.738411,100,302,79,223,79,79,0,79,79,77,77,146,67,79,79,"True",4546,1
"61",60,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.6295e+14,0.807018,100,114,22,92,22,22,0,22,22,40,40,52,30,22,22,"True",1569,1
"62",61,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",7.3787e+19,0.739865,100,296,77,219,77,77,0,77,77,70,70,149,72,77,77,"True",4450,1
"63",62,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.84467e+19,0.791667,100,168,35,133,35,35,0,35,35,49,49,84,49,35,35,"True",2420,1
"64",63,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.30584e+18,0.739927,100,273,71,202,71,71,0,71,71,66,66,136,65,71,71,"True",4108,1
"65",64,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.90296e+20,0.753846,100,260,64,196,64,64,0,64,64,67,67,129,65,64,64,"True",3756,1
"66",65,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",7.3787e+19,0.747212,100,269,68,201,68,68,0,68,68,60,60,141,73,68,68,"True",3946,1
"67",66,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.54743e+26,0.760656,100,305,73,232,73,73,0,73,73,78,78,154,81,73,73,"True",4526,1
"68",67,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.6295e+14,0.716049,100,324,92,232,92,92,0,92,92,80,80,152,60,92,92,"False",5000,1
"69",68,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",4.72237e+21,0.76824,100,233,54,179,54,54,0,54,54,56,56,123,69,54,54,"True",3381,1
"70",69,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.51116e+23,0.768,100,250,58,192,58,58,0,58,58,58,58,134,76,58,58,"True",3686,1
"71",70,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",4.8357e+24,0.754045,100,309,76,233,76,76,0,76,76,73,73,160,84,76,76,"True",4584,1
"72",71,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",6.04463e+23,0.757895,100,285,69,216,69,69,0,69,69,59,59,157,88,69,69,"True",4228,1
"73",72,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.8823e+17,0.747863,100,234,59,175,59,59,0,59,59,59,59,116,57,59,59,"True",3498,1
"74",73,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",4.5036e+15,0.762712,100,177,42,135,42,42,0,42,42,43,43,92,50,42,42,"True",2593,1
"75",74,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",4.61169e+18,0.75431,100,232,57,175,57,57,0,57,57,57,57,118,61,57,57,"True",3466,1
"76",75,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.84467e+19,0.766667,100,210,49,161,49,49,0,49,49,63,63,98,49,49,49,"True",3008,1
"77",76,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.47588e+27,0.761006,100,318,76,242,76,76,0,76,76,80,80,162,86,76,76,"True",4622,1
"78",77,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",1.18059e+21,0.803571,100,168,33,135,33,33,0,33,33,55,55,80,47,33,33,"True",2306,1
"79",78,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",5.76461e+17,0.762376,100,202,48,154,48,48,0,48,48,51,51,103,55,48,48,"True",2952,1
"80",79,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",4.39805e+12,0.787611,100,113,24,89,24,24,0,24,24,30,30,59,35,24,24,"True",1594,1
"81",80,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.77789e+22,0.741641,100,329,85,244,85,85,0,85,85,73,73,171,86,85,85,"True",4961,1
"82",81,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",4.39805e+12,0.709375,100,320,93,227,93,93,0,93,93,72,72,155,62,93,93,"False",5000,1
"83",82,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.51844e+13,0.712074,100,323,93,230,93,93,0,93,93,68,68,162,69,93,93,"False",5000,1
"84",83,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",2.30584e+18,0.764706,100,204,48,156,48,48,0,48,48,51,51,105,57,48,48,"True",2999,1
"85",84,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",7.3787e+19,0.768868,100,212,49,163,49,49,0,49,49,53,53,110,61,49,49,"True",3056,1
"86",85,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",9.44473e+21,0.75,100,288,72,216,72,72,0,72,72,71,71,145,73,72,72,"True",4297,1
"87",86,"[100]CKvsINbDvmLlfzeNfQzNozNJsxHOKQPyNGHlpwPFMqJCmDMBIOGralbMEkzFIpNMmBkKIoyAFRxIrnDORmtcrpuFkDaeFrPwrxdh",3.68935e+19,0.761062,100,226,54,172,54,54,0,54,54,57,57,115,61,54,54,"True",3319,1
