"","trial_number","genome","merit","genome_length","path_tiles_visited","moves_off_path","map_idx","seed"
"4813",32,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4814",33,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4815",34,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4816",35,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4817",36,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4818",37,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4819",38,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4820",39,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4821",40,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4822",41,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4823",42,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4824",43,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4825",44,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4826",45,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4827",46,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4828",47,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4829",48,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4830",49,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4831",50,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4832",51,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4833",52,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4834",53,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4835",54,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4836",55,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4837",56,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4838",57,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4839",58,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4840",59,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4841",60,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4842",61,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4843",62,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4844",63,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4845",64,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4846",65,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4847",66,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4848",67,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4849",68,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4850",69,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4851",70,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4852",71,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4853",72,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4854",73,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4855",74,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4856",75,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4857",76,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4858",77,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4859",78,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4860",79,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4861",80,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4862",81,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4863",82,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4864",83,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4865",84,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4866",85,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4867",86,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4868",87,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.03846e+34,86,115,2,0,49
"4869",88,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4870",89,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4871",90,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4872",91,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4873",92,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4874",93,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4875",94,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4876",95,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4877",96,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",8.30767e+34,86,117,1,3,49
"4878",97,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4879",98,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",6.64614e+35,86,120,1,1,49
"4880",99,"[86]RygSFHANthIEScOiywLBwwHPcNjebaiadLRKNCRbqPfyMdltEecGPILJJDuBgxBmRscqrkNbySnabbdmOhsvdu",1.62259e+32,86,111,4,2,49
"4881",0,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4882",1,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",2.5353e+30,90,102,1,3,50
"4883",2,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4884",3,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",2.5353e+30,90,102,1,3,50
"4885",4,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4886",5,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4887",6,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4888",7,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4889",8,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4890",9,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4891",10,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4892",11,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4893",12,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4894",13,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4895",14,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4896",15,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4897",16,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4898",17,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4899",18,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",2.5353e+30,90,102,1,3,50
"4900",19,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4901",20,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4902",21,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4903",22,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",2.5353e+30,90,102,1,3,50
"4904",23,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4905",24,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4906",25,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4907",26,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4908",27,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4909",28,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4910",29,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4911",30,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4912",31,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4913",32,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",2.5353e+30,90,102,1,3,50
"4914",33,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4915",34,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",2.5353e+30,90,102,1,3,50
"4916",35,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4917",36,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4918",37,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",2.5353e+30,90,102,1,3,50
"4919",38,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4920",39,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4921",40,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4922",41,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4923",42,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4924",43,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4925",44,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4926",45,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4927",46,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4928",47,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4929",48,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4930",49,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4931",50,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",2.5353e+30,90,102,1,3,50
"4932",51,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4933",52,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4934",53,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4935",54,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",1.62259e+32,90,111,4,2,50
"4936",55,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4937",56,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4938",57,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4939",58,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4940",59,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
"4941",60,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4942",61,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",5.0706e+30,90,103,1,1,50
"4943",62,"[90]qygzSbHutOINSccduLBwwHPcNjbbaiaeLRKNCRbqPkOwOuGsExcGPIAJlJDuguaGDKLkQqqPbqjueKbiCSDmMJhxdu",4.05648e+31,90,106,1,0,50
